REFERANS_YIL;BULTEN_NO;KAPSAMICI_KAPSAMDISI;BT_BILG_MASAUSTU;BT_BILG_DIZUSTU;BT_TABLET;BT_TEL_CEP;BT_DIGER_CIHAZ;HANE_INTERNET_ERISIM_DURUMU;hane_aylik_gelir_grp_5;HHB;IBBS_1;HANE_FAKTOR
2023;16667;1;2;1;2;1;1;1;2;3;TR7;1202.603269
2023;16668;1;2;2;2;1;2;1;3;2;TR7;1181.515079
2023;16669;1;2;1;2;1;2;1;3;2;TR7;1559.437598
2023;16673;1;2;2;2;1;1;1;3;4;TR7;1673.360225
2023;16675;1;2;2;1;1;2;1;2;4;TR7;2092.034289
2023;16676;1;2;2;2;1;2;2;1;1;TR7;1990.462652
2023;16678;1;2;2;2;1;2;1;2;5;TR7;1920.752386
2023;16679;1;2;2;2;1;2;2;1;1;TR7;2042.224617
2023;16681;1;2;1;1;1;2;1;3;3;TR7;1261.640267
2023;16683;1;2;2;2;1;2;1;5;5;TR7;1273.495638
2023;16684;1;2;2;2;1;2;2;4;5;TR7;425.1535912
2023;16685;1;2;2;2;1;2;2;1;2;TR7;1080.440832
2023;16686;1;2;2;2;1;2;1;3;2;TR7;1219.081232
2023;16687;1;1;2;2;1;2;1;3;5;TR7;1561.485759
2023;16688;1;2;2;2;1;2;1;2;5;TR7;1155.544837
2023;16689;1;2;2;2;1;2;1;1;1;TR7;1326.975101
2023;16691;1;2;2;2;1;2;1;1;3;TR7;1235.228431
2023;16692;1;2;2;2;1;2;1;2;5;TR7;1986.949
2023;16694;1;2;2;2;1;2;1;3;1;TR7;1770.430767
2023;16695;1;2;2;2;1;2;1;3;1;TR7;1736.462958
2023;16697;1;2;2;2;1;1;1;4;3;TR7;1814.267928
2023;16698;1;2;2;2;1;1;1;4;3;TR7;1294.429247
2023;16699;1;2;1;2;1;1;1;5;6;TR7;3170.897819
2023;16701;1;2;1;2;1;1;1;5;2;TR7;1589.66793
2023;16703;1;2;2;2;1;1;1;3;2;TR7;1713.166611
2023;16704;1;2;2;2;1;2;1;2;3;TR7;1356.276669
2023;16705;1;2;2;2;1;2;1;3;2;TR7;1249.931144
2023;16706;1;2;1;1;1;1;1;5;5;TR7;1582.438089
2023;16707;1;2;2;2;1;1;1;4;4;TR7;801.2433078
2023;16708;1;2;2;2;1;2;1;1;3;TR7;1235.236043
2023;16709;1;2;2;2;1;2;1;3;3;TR7;503.4738582
2023;16711;1;2;1;2;1;1;1;3;3;TR7;1274.263653
2023;16712;1;2;2;2;1;1;1;5;1;TR7;1562.816662
2023;16713;1;2;1;1;1;2;1;5;3;TR7;1701.039877
2023;16714;1;2;2;2;1;2;1;5;4;TR7;1178.781078
2023;16715;1;2;2;1;1;1;1;5;1;TR7;1618.446659
2023;16716;1;1;1;1;1;1;1;5;2;TR7;791.0712972
2023;16717;1;2;1;2;1;1;1;2;3;TR7;1261.640267
2023;16718;1;2;2;2;1;2;1;4;2;TR7;1111.049905
2023;16719;1;2;2;2;1;2;1;5;2;TR7;1024.856602
2023;16721;1;2;2;2;1;2;1;2;4;TR7;1429.170792
2023;16722;1;1;1;2;1;1;1;5;3;TR7;1274.263653
2023;16723;1;2;2;2;1;2;1;1;1;TR7;1361.483078
2023;16724;1;2;2;2;1;2;1;1;2;TR7;1004.575597
2023;16725;1;2;1;2;1;1;1;5;5;TR7;1397.262947
2023;16726;1;2;1;1;1;2;1;5;5;TR7;1301.9716
2023;16727;1;2;2;2;1;2;1;3;3;TR7;372.7054294
2023;16728;1;2;1;2;1;2;1;3;2;TR7;1024.856602
2023;16729;1;2;2;2;1;2;1;3;2;TR7;1024.856602
2023;16731;1;2;1;1;1;1;1;5;3;TR8;1720.147615
2023;16732;1;2;1;2;1;1;1;5;3;TR8;853.1159515
2023;16734;1;1;1;2;1;2;1;5;2;TR8;1448.798192
2023;16735;1;2;2;2;1;1;1;1;3;TR8;1794.377927
2023;16736;1;2;2;2;1;1;1;2;2;TR8;781.073889
2023;16737;1;2;1;2;1;2;1;2;5;TR8;1327.526179
2023;16738;1;2;1;1;1;1;1;5;3;TR8;1514.71805
2023;16739;1;2;2;1;1;1;1;2;4;TR8;1570.792819
2023;16741;1;2;2;2;1;2;1;4;2;TR8;1257.42943
2023;16742;1;2;1;2;1;2;1;4;1;TR8;1932.264596
2023;16743;1;2;2;2;1;2;1;2;1;TR8;1615.416098
2023;16744;1;2;2;2;1;2;1;4;4;TR8;817.1262023
2023;16745;1;2;2;2;1;2;1;1;2;TR8;1250.839302
2023;16746;1;2;1;2;1;1;1;1;3;TR8;1783.751953
2023;16747;1;2;2;2;1;1;1;3;3;TR8;1686.766286
2023;16748;1;2;2;2;1;1;1;5;3;TR8;1783.751953
2023;16749;1;2;2;2;1;1;1;5;4;TR8;1522.91987
2023;16751;1;2;1;2;1;1;1;4;3;TR8;1535.279972
2023;16752;1;2;1;2;1;2;1;5;4;TR8;1665.96865
2023;16753;1;2;2;2;1;1;1;1;1;TR8;1608.691328
2023;16754;1;2;1;1;1;2;1;5;2;TR8;1332.909105
2023;16755;1;2;1;2;1;1;1;4;2;TR8;1332.909105
2023;16756;1;2;2;2;1;2;1;3;2;TR8;1332.909105
2023;16757;1;1;1;1;1;1;1;5;4;TR8;1439.804473
2023;16758;1;1;2;2;1;2;1;3;3;TR8;1209.172214
2023;16759;1;2;1;2;1;1;1;4;3;TR8;1535.279972
2023;16761;1;2;1;2;1;1;1;4;3;TR8;1447.261395
2023;16762;1;2;1;2;1;1;1;5;2;TR8;1715.608875
2023;16765;1;2;1;2;1;2;1;2;4;TR8;1404.028081
2023;16766;1;2;1;2;1;2;1;4;1;TR8;1981.938931
2023;16767;1;2;2;1;1;1;1;4;4;TR8;1240.794599
2023;16768;1;2;1;1;1;2;1;4;2;TR8;1300.553552
2023;16769;1;2;2;2;1;1;1;5;5;TR8;1039.907272
2023;16771;1;2;1;2;1;1;1;5;3;TR8;1535.279972
2023;16772;1;2;1;2;1;1;1;4;1;TR8;1932.264596
2023;16773;1;2;2;2;1;2;1;2;2;TR8;560.9908672
2023;16774;1;2;2;2;1;2;1;1;2;TR8;1196.776018
2023;16775;1;2;1;1;1;1;1;5;5;TR8;1599.109155
2023;16776;1;2;2;2;1;2;1;1;2;TR8;1227.808513
2023;16778;1;1;1;2;1;1;1;5;5;TR8;1589.500753
2023;16779;1;2;2;2;1;2;1;4;4;TR8;1559.679274
2023;16781;1;1;1;1;1;2;1;5;4;TR8;1271.719781
2023;16782;1;2;2;2;1;2;1;4;3;TR8;1218.712156
2023;16783;1;2;2;2;1;1;1;2;5;TR8;1496.545553
2023;16785;1;2;2;2;1;2;1;3;1;TR8;2146.960662
2023;16786;1;2;1;2;1;1;1;3;2;TR8;1394.423182
2023;16787;1;2;1;1;1;2;1;3;4;TR8;1343.584203
2023;16788;1;2;2;2;1;1;1;2;5;TR8;1547.620108
2023;16789;1;2;2;2;1;2;1;3;3;TR8;921.1416215
2023;16792;1;2;2;2;1;2;1;1;2;TR8;1523.324691
2023;16793;1;2;2;2;1;2;2;1;2;TR8;1345.621569
2023;16794;1;2;2;2;1;2;1;2;1;TR8;2265.073064
2023;16796;1;2;2;1;1;2;1;1;2;TR8;1398.578997
2023;16798;1;1;2;2;1;2;1;2;4;TR8;1269.665552
2023;16799;1;1;1;1;1;1;1;4;6;TR8;1750.04077
2023;16802;1;2;1;2;1;1;1;1;2;TR8;1448.798192
2023;16803;1;2;2;1;1;1;1;5;4;TR8;1072.546285
2023;16805;1;2;2;2;1;2;1;1;2;TR8;1177.418873
2023;16807;1;1;1;1;1;1;1;5;5;TR8;1259.531129
2023;16808;1;2;1;1;1;1;1;5;5;TR8;1390.473343
2023;16809;1;1;1;2;1;1;1;4;3;TR8;1514.71805
2023;16811;1;2;2;2;1;1;1;2;3;TR8;1535.279972
2023;16812;1;2;1;2;1;2;1;3;3;TR8;1442.176048
2023;16813;1;2;2;2;1;1;1;1;2;TR8;1264.236567
2023;16814;1;2;2;2;1;2;1;2;2;TR8;1193.140241
2023;16815;1;1;1;1;1;1;1;5;4;TR8;817.1262023
2023;16816;1;2;1;2;1;1;1;1;3;TR8;996.514851
2023;16817;1;2;1;2;1;2;1;1;1;TR8;1589.205249
2023;16818;1;2;2;2;1;2;1;1;2;TR8;1262.072939
2023;16819;1;2;2;2;1;1;1;1;2;TR8;1332.909105
2023;16821;1;2;2;2;1;1;1;2;4;TR8;1738.55594
2023;16822;1;2;1;2;1;1;1;4;3;TR8;1583.14408
2023;16823;1;2;1;2;1;2;1;4;1;TR8;1932.264596
2023;16824;1;2;2;2;1;2;1;1;2;TR8;1177.418873
2023;16825;1;2;2;2;1;2;1;1;1;TR8;1589.205249
2023;16826;1;2;1;2;1;2;1;5;4;TR8;1390.575399
2023;16827;1;1;1;2;1;1;1;2;5;TR8;1324.004704
2023;16828;1;2;1;2;1;1;1;4;3;TR8;1615.196669
2023;16829;1;2;2;2;1;1;1;2;3;TR8;1442.176048
2023;16831;1;2;2;2;1;2;1;1;1;TR8;1589.205249
2023;16832;1;2;1;2;1;2;1;1;1;TR8;1608.691328
2023;16833;1;2;2;2;1;2;1;2;2;TR8;1367.437295
2023;16834;1;2;2;2;1;2;1;1;4;TR8;2397.76661
2023;16835;1;2;1;2;1;2;1;5;4;TR8;1839.848965
2023;16837;1;2;1;2;1;1;1;4;2;TR8;1615.864017
2023;16838;1;2;2;2;1;2;1;2;3;TR8;1065.823447
2023;16839;1;2;2;1;1;1;1;4;4;TR8;1428.354334
2023;16841;1;2;1;2;1;1;1;4;3;TR8;1196.234631
2023;16842;1;2;1;2;1;1;1;2;4;TR8;1507.105883
2023;16843;1;1;1;2;1;1;1;5;4;TR8;1194.397746
2023;16844;1;2;2;2;1;2;2;1;1;TR8;1589.205249
2023;16845;1;1;2;2;1;1;1;4;3;TR8;1635.441607
2023;16846;1;2;2;2;1;2;2;1;2;TR8;1193.140241
2023;16847;1;2;2;2;1;2;1;4;1;TR8;1932.264596
2023;16848;1;2;2;2;1;2;2;3;2;TR8;1284.987992
2023;16849;1;2;1;2;1;1;1;4;1;TR8;1542.24246
2023;16851;1;2;2;2;1;2;2;1;2;TR8;1332.909105
2023;16852;1;2;1;1;1;1;1;3;3;TR8;1033.667503
2023;16853;1;2;2;2;1;2;1;1;2;TR8;1412.111461
2023;16854;1;2;2;2;1;2;1;1;1;TR8;1608.691328
2023;16855;1;2;1;2;1;1;1;5;3;TR8;1084.627809
2023;16856;1;2;2;2;1;1;1;3;3;TR8;1838.64287
2023;16857;1;2;2;2;1;2;1;1;1;TR8;1615.416098
2023;16858;1;2;2;2;1;2;1;3;5;TR8;1346.890998
2023;16859;1;2;2;2;1;1;1;3;4;TR8;1428.794578
2023;16861;1;2;2;2;1;1;1;5;3;TR8;1443.956393
2023;16862;1;2;2;2;1;2;1;3;3;TR8;1033.667503
2023;16863;1;2;2;2;1;2;2;1;1;TR8;1928.93594
2023;16864;1;2;2;2;1;2;2;3;3;TR8;926.142804
2023;16865;1;2;2;1;1;1;1;2;5;TR8;1565.251657
2023;16866;1;2;2;2;1;2;1;1;3;TR8;1585.543998
2023;16867;1;2;2;2;1;2;1;2;2;TR8;1332.909105
2023;16868;1;2;2;2;1;1;1;3;2;TR8;1336.914447
2023;16871;1;2;2;2;1;1;1;1;2;TR8;1474.526907
2023;16872;1;2;1;2;1;2;1;1;2;TR8;1474.526907
2023;16875;1;2;1;2;1;2;1;1;1;TR8;1542.24246
2023;16876;1;2;1;2;1;2;1;1;1;TR8;1823.883872
2023;16877;1;2;1;2;1;2;1;1;2;TR8;1474.526907
2023;16878;1;2;2;2;1;1;1;1;3;TR8;1399.006422
2023;16879;1;2;1;2;1;2;1;3;3;TR8;1024.542844
2023;16881;1;2;1;2;1;2;1;1;2;TR8;1301.789815
2023;16884;1;2;1;2;1;2;1;1;1;TR8;3039.806453
2023;16885;1;2;2;1;1;2;1;1;1;TR8;3303.231551
2023;16886;1;2;1;2;1;2;1;4;1;TR8;3220.440993
2023;16888;1;2;2;2;1;2;1;3;1;TR8;2692.360163
2023;16889;1;2;1;2;1;1;1;2;1;TR8;3039.806453
2023;16891;1;1;2;2;1;1;1;3;3;TR8;826.2477226
2023;16894;1;2;2;2;1;2;1;1;3;TR8;1404.369014
2023;16895;1;2;2;1;1;1;1;2;3;TR8;1442.176048
2023;16896;1;2;1;2;1;2;1;4;5;TR8;1325.745618
2023;16897;1;2;2;2;1;2;1;1;5;TR8;764.2883581
2023;16898;1;2;2;2;1;2;1;2;2;TR8;1332.909105
2023;16899;1;1;1;2;1;2;1;2;4;TR8;1910.989287
2023;16902;1;2;2;2;1;1;1;2;5;TR8;1571.070376
2023;16904;1;1;2;2;1;2;1;1;2;TR8;1696.859226
2023;16905;1;2;2;1;1;1;1;5;2;TR8;1332.909105
2023;16906;1;2;2;1;1;1;1;3;2;TR8;1204.487104
2023;16908;1;2;2;2;1;2;1;2;5;TR8;1635.960498
2023;16909;1;2;1;2;1;1;1;5;6;TR8;2487.449284
2023;16911;1;2;2;2;1;2;1;2;3;TR8;1301.197064
2023;16912;1;2;2;2;1;2;1;2;4;TR8;1724.947743
2023;16913;1;2;1;1;1;2;1;2;4;TR8;1194.397746
2023;16914;1;2;2;2;1;2;1;2;2;TR8;1193.140241
2023;16915;1;2;2;2;1;2;1;3;3;TR8;1838.64287
2023;16916;1;2;2;2;1;2;1;1;1;TR8;1595.969335
2023;16917;1;2;2;2;1;2;1;2;3;TR8;1535.279972
2023;16918;1;2;2;2;1;1;1;3;1;TR8;1891.1073
2023;16919;1;1;2;1;1;2;1;5;3;TR8;1603.284883
2023;16921;1;2;1;1;1;1;1;5;2;TR8;1332.400897
2023;16922;1;2;1;2;1;1;1;5;4;TR8;1346.989855
2023;16923;1;1;1;1;1;1;1;5;3;TR8;1209.172214
2023;16924;1;2;2;2;1;1;1;1;1;TR8;1608.691328
2023;16925;1;2;2;2;1;1;1;5;1;TR8;1595.969335
2023;16926;1;2;1;2;1;1;1;5;1;TR8;1932.264596
2023;16927;1;2;1;2;1;2;1;2;2;TR8;1250.839302
2023;16928;1;1;2;1;1;2;1;4;3;TR8;1584.958158
2023;16929;1;2;1;2;1;1;1;2;2;TR8;1896.39902
2023;16931;1;2;1;2;1;2;1;4;4;TR8;1564.26546
2023;16932;1;2;2;2;1;2;1;1;2;TR8;1799.534192
2023;16933;1;2;1;2;1;1;1;4;1;TR8;1794.906775
2023;16935;1;2;2;2;1;2;1;2;3;TR8;1684.948578
2023;16936;1;2;2;2;1;1;1;3;3;TR8;1720.962743
2023;16937;1;2;2;1;1;2;1;2;6;TR8;1765.734127
2023;16938;1;2;1;1;1;1;1;5;2;TR8;2107.110022
2023;16939;1;2;2;2;1;2;2;4;2;TR8;1481.010116
2023;16941;1;2;1;2;1;2;1;2;2;TR8;1177.418873
2023;16942;1;2;2;2;1;2;1;4;2;TR8;1412.111461
2023;16943;1;1;1;1;1;2;1;3;1;TR8;1981.938931
2023;16944;1;1;1;2;1;2;1;1;5;TR8;2568.126014
2023;16945;1;2;2;2;1;1;1;2;2;TR8;1477.840421
2023;16946;1;2;1;1;1;2;1;5;4;TR8;1373.628618
2023;16947;1;1;2;2;1;1;1;4;2;TR8;1412.111461
2023;16948;1;2;2;2;1;2;1;1;2;TR8;1177.418873
2023;16949;1;2;1;1;1;1;1;3;5;TR8;1716.274315
2023;16952;1;2;2;2;1;2;1;2;2;TR8;1332.909105
2023;16953;1;2;2;2;1;2;1;3;1;TR8;1932.264596
2023;16954;1;2;1;2;1;2;1;3;4;TR8;851.0971363
2023;16956;1;2;1;1;1;1;1;5;3;TR8;1311.15465
2023;16957;1;2;2;2;1;2;1;2;3;TR8;1525.14749
2023;16958;1;2;1;2;1;1;1;5;5;TR8;1410.86015
2023;16959;1;1;1;1;1;1;1;5;4;TR8;1404.028081
2023;16962;1;2;2;2;1;2;1;5;3;TR8;1259.642996
2023;16963;1;1;2;1;1;1;1;5;7;TR8;2499.631524
2023;16965;1;2;2;2;1;2;1;5;4;TR8;1758.585677
2023;16966;1;2;1;2;1;2;1;3;3;TR8;1233.743071
2023;16967;1;2;2;2;1;2;1;1;1;TR8;1589.205249
2023;16968;1;2;2;2;1;2;1;1;1;TR8;1589.205249
2023;16969;1;2;2;1;1;2;1;3;1;TR8;1542.24246
2023;16971;1;2;1;2;1;2;1;3;3;TR8;1686.766286
2023;16972;1;2;2;1;1;1;1;2;2;TR8;1177.418873
2023;16973;1;2;1;2;1;1;1;3;1;TR8;1713.68059
2023;16974;1;2;2;2;1;2;1;2;2;TR8;1332.909105
2023;16975;1;2;2;2;1;2;1;2;3;TR8;981.7753732
2023;16976;1;1;2;2;1;1;1;1;2;TR8;1896.39902
2023;16977;1;2;2;2;1;2;1;2;3;TR8;1196.985814
2023;16978;1;2;2;2;1;2;1;5;2;TR8;1332.909105
2023;16979;1;2;1;1;1;1;1;5;4;TR8;1360.467209
2023;16981;1;1;1;1;1;1;1;5;4;TR8;2277.797191
2023;16982;1;2;1;2;1;2;1;5;5;TR8;1707.375791
2023;16983;1;2;2;2;1;1;1;5;2;TR8;1862.740532
2023;16984;1;2;1;2;1;1;1;5;4;TR8;1734.258453
2023;16985;1;2;2;1;1;2;1;5;7;TR8;2828.514065
2023;16987;1;2;2;2;1;2;1;5;5;TR8;1185.126323
2023;16988;1;2;1;2;1;1;1;5;3;TR8;1993.681631
2023;16991;1;2;2;1;1;1;1;3;2;TR8;1174.557899
2023;16992;1;2;2;2;1;2;1;1;1;TR8;1891.1073
2023;16993;1;2;2;2;1;1;1;1;2;TR8;1177.418873
2023;16994;1;2;2;1;1;2;1;2;1;TR8;1608.691328
2023;16995;1;2;2;2;1;1;1;3;1;TR8;1891.1073
2023;16996;1;2;1;2;1;1;1;5;3;TR8;1550.641269
2023;16997;1;2;2;2;1;2;2;3;2;TR8;1097.590625
2023;16998;1;2;1;2;1;1;1;5;3;TR8;1550.641269
2023;16999;1;1;1;1;1;1;1;5;5;TR8;1812.147105
2023;17001;1;2;2;2;1;1;1;4;4;TR8;1319.662534
2023;17002;1;2;1;2;1;2;1;3;2;TR8;1200.738575
2023;17003;1;2;2;1;1;2;1;4;2;TR8;652.9951108
2023;17004;1;2;2;2;1;2;1;1;1;TR8;1608.691328
2023;17005;1;2;1;2;1;2;1;5;1;TR8;1932.264596
2023;17006;1;2;2;2;1;2;1;2;2;TR8;1193.140241
2023;17007;1;2;2;1;1;2;1;2;2;TR8;1332.909105
2023;17008;1;2;1;2;1;2;1;5;1;TR8;1932.264596
2023;17009;1;2;1;2;1;2;1;5;3;TR8;1553.314961
2023;17011;1;2;2;2;1;2;1;1;2;TR8;1412.111461
2023;17012;1;2;2;2;1;2;1;2;4;TR8;1809.652189
2023;17013;1;2;2;1;1;2;1;1;6;TR8;2627.350295
2023;17014;1;2;1;2;1;1;1;4;4;TR8;2187.224779
2023;17015;1;2;2;2;1;2;1;1;3;TR8;1615.196669
2023;17016;1;1;2;2;1;2;1;1;5;TR8;1920.695603
2023;17017;1;2;2;2;1;2;1;5;3;TR8;1622.599743
2023;17018;1;2;2;2;1;2;2;1;2;TR8;1284.987992
2023;17019;1;1;2;2;1;2;1;1;6;TR8;2118.960215
2023;17021;1;2;2;2;1;2;1;1;1;TR8;1608.691328
2023;17022;1;2;2;2;1;2;1;2;3;TR8;1209.172214
2023;17023;1;2;2;2;1;2;1;2;1;TR8;1387.810816
2023;17024;1;2;1;2;1;2;1;3;4;TR8;1323.452731
2023;17025;1;2;2;2;1;2;1;2;2;TR8;1264.236567
2023;17026;1;2;2;2;1;2;1;1;2;TR8;1448.798192
2023;17028;1;2;2;2;1;2;1;3;4;TR8;1356.030413
2023;17029;1;2;2;2;1;2;1;2;4;TR8;1428.794578
2023;17031;1;2;1;2;1;1;1;4;2;TR8;1499.522743
2023;17032;1;2;1;1;1;1;1;5;4;TR8;1545.332195
2023;17033;1;2;2;1;1;2;1;5;3;TR8;1472.322349
2023;17034;1;2;1;2;1;1;1;5;2;TR8;2133.448898
2023;17035;1;2;2;2;1;2;1;5;5;TR8;1809.318748
2023;17036;1;2;2;1;1;1;1;1;2;TR8;1380.680289
2023;17041;1;2;2;1;1;1;1;3;4;TR8;876.8368273
2023;17042;1;2;1;2;1;1;1;1;3;TR8;1615.196669
2023;17043;1;2;1;1;1;1;1;5;4;TR8;1377.356941
2023;17044;1;2;2;2;1;2;1;4;2;TR8;1193.140241
2023;17045;1;2;2;2;1;2;1;2;2;TR8;1284.987992
2023;17046;1;2;1;2;1;2;1;3;3;TR8;1514.71805
2023;17047;1;2;1;1;1;1;1;5;2;TR8;1615.864017
2023;17048;1;2;2;1;1;1;1;1;4;TR8;1360.467209
2023;17049;1;2;1;2;1;1;1;5;1;TR8;1932.264596
2023;17051;1;1;1;1;1;2;1;4;5;TR8;1233.249264
2023;17052;1;2;1;2;1;2;1;4;3;TR8;928.9258288
2023;17053;1;2;2;2;1;2;1;2;3;TR8;928.9258288
2023;17054;1;1;1;1;1;1;1;2;4;TR8;1569.425762
2023;17055;1;2;2;2;1;2;1;2;3;TR8;1196.985814
2023;17056;1;2;2;2;1;2;2;1;2;TR8;1177.418873
2023;17057;1;2;2;2;1;2;1;1;1;TR8;1608.691328
2023;17058;1;2;2;2;1;2;1;3;3;TR8;1208.962297
2023;17059;1;2;1;1;1;1;1;5;4;TR8;1404.028081
2023;17061;1;2;1;2;1;1;1;5;3;TR8;1540.407406
2023;17062;1;2;2;2;1;2;1;1;2;TR8;1177.418873
2023;17063;1;1;2;1;1;2;1;4;1;TR8;1932.264596
2023;17064;1;2;2;2;1;2;1;1;3;TR8;1081.898843
2023;17065;1;2;1;1;1;2;1;3;4;TR8;1317.642044
2023;17066;1;2;2;2;1;2;1;2;3;TR8;448.2574209
2023;17067;1;2;2;2;1;2;1;2;2;TR8;1448.798192
2023;17068;1;2;1;1;1;2;1;4;2;TR8;1448.798192
2023;17069;1;1;1;2;1;2;1;2;2;TR8;1336.914447
2023;17071;1;2;2;2;1;2;1;1;1;TR8;1713.68059
2023;17072;1;2;1;2;1;2;1;4;2;TR8;1872.68897
2023;17073;1;2;1;1;1;2;1;2;4;TR8;1242.372438
2023;17074;1;2;2;1;1;2;1;2;3;TR8;1016.7127
2023;17075;1;2;1;1;1;2;1;4;5;TR8;1390.473343
2023;17076;1;2;1;2;1;1;1;3;6;TR8;2167.899935
2023;17077;1;2;2;2;1;2;1;2;3;TR8;1232.39258
2023;17078;1;2;2;2;1;2;1;2;6;TR8;2737.136519
2023;17079;1;2;2;2;1;2;1;5;2;TR8;1872.68897
2023;17081;1;2;2;2;1;2;2;4;2;TR8;1177.418873
2023;17082;1;2;2;1;1;1;1;3;1;TR8;1823.883872
2023;17083;1;2;2;2;1;2;1;2;5;TR8;1287.663625
2023;17084;1;1;2;2;1;2;1;1;4;TR8;1271.477289
2023;17085;1;2;2;1;1;1;1;5;2;TR8;1262.072939
2023;17086;1;2;2;2;1;2;1;3;2;TR8;1448.798192
2023;17087;1;2;2;2;1;2;1;1;2;TR8;1332.909105
2023;17088;1;2;2;2;1;1;1;1;5;TR8;2538.960656
2023;17089;1;2;2;2;1;2;1;3;2;TR8;1193.140241
2023;17091;1;2;2;2;1;2;1;2;3;TR8;1550.641269
2023;17092;1;2;2;2;1;2;1;2;1;TR8;1713.68059
2023;17093;1;2;2;1;1;1;1;3;4;TR8;1335.943523
2023;17094;1;2;2;2;1;2;2;1;2;TR8;1177.418873
2023;17095;1;2;2;1;1;2;1;4;6;TR8;2469.708215
2023;17096;1;2;1;1;1;2;1;2;4;TR8;1182.458269
2023;17097;1;2;2;2;1;1;1;4;4;TR8;1738.55594
2023;17098;1;2;1;2;1;1;1;5;4;TR8;1711.247658
2023;17099;1;2;2;2;1;1;1;3;4;TR8;1360.467209
2023;17101;1;2;2;2;1;1;1;2;3;TR8;1442.176048
2023;17102;1;2;2;2;1;1;1;3;5;TR8;2269.271284
2023;17103;1;2;2;2;1;2;1;5;4;TR8;723.0895822
2023;17104;1;2;2;2;1;2;1;5;6;TR8;2283.29789
2023;17105;1;2;2;2;1;1;1;1;2;TR8;1332.909105
2023;17106;1;2;2;2;1;2;2;2;2;TR8;1284.987992
2023;17107;1;2;2;2;1;2;1;2;2;TR8;1332.909105
2023;17109;1;2;2;2;1;2;1;2;4;TR8;1294.070335
2023;17111;1;2;2;2;1;2;2;1;2;TR8;1177.418873
2023;17113;1;2;2;2;1;1;1;3;4;TR8;1874.246885
2023;17114;1;2;1;2;1;1;1;5;3;TR8;1550.641269
2023;17115;1;2;1;2;1;2;1;1;2;TR8;1332.909105
2023;17116;1;2;2;2;1;2;1;1;3;TR8;1494.235088
2023;17117;1;2;2;2;1;2;1;3;5;TR8;1414.912276
2023;17118;1;2;2;2;1;2;1;1;2;TR8;1412.111461
2023;17119;1;2;2;2;1;2;1;2;1;TR8;1615.416098
2023;17121;1;2;1;2;1;1;1;2;5;TR8;1272.087857
2023;17122;1;2;2;2;1;2;1;2;2;TR8;1367.437295
2023;17123;1;2;2;2;1;1;1;4;4;TR8;2079.952786
2023;17124;1;2;2;1;1;1;1;2;3;TR8;1185.272705
2023;17125;1;2;2;1;1;2;1;5;5;TR8;2805.877004
2023;17126;1;2;2;2;1;2;1;1;2;TR8;1412.111461
2023;17127;1;2;1;1;1;2;1;1;5;TR8;2116.101217
2023;17128;1;2;1;2;1;1;1;3;4;TR8;1652.386115
2023;17129;1;2;2;2;1;2;1;2;3;TR8;1514.71805
2023;17131;1;2;2;2;1;2;1;1;1;TR8;1595.969335
2023;17132;1;2;1;2;1;2;1;1;2;TR8;1336.914447
2023;17133;1;2;1;2;1;2;1;2;4;TR8;1360.467209
2023;17134;1;2;2;1;1;1;1;3;3;TR8;1006.665807
2023;17135;1;2;2;2;1;2;1;1;7;TR8;2628.840941
2023;17136;1;2;2;2;1;1;1;1;3;TR8;1132.801958
2023;17137;1;2;1;2;1;2;1;1;2;TR8;1097.590625
2023;17138;1;2;1;2;1;2;1;1;1;TR8;1932.264596
2023;17139;1;2;2;2;1;2;1;2;2;TR8;1193.140241
2023;17142;1;2;2;2;1;2;1;4;3;TR8;1571.583056
2023;17143;1;1;1;2;1;2;1;3;4;TR8;1327.617813
2023;17144;1;2;1;1;1;2;1;2;4;TR8;1599.782747
2023;17145;1;2;1;1;1;2;1;5;4;TR8;1466.291704
2023;17147;1;2;1;2;1;1;1;4;4;TR8;1522.372113
2023;17148;1;2;1;2;1;2;1;2;1;TR8;2202.154368
2023;17151;1;2;1;1;1;2;1;5;6;TR8;2181.512441
2023;17152;1;2;2;2;1;2;1;2;1;TR8;1608.691328
2023;17154;1;1;1;1;1;2;1;5;3;TR8;1504.419943
2023;17155;1;2;1;2;1;1;1;5;4;TR8;1918.118622
2023;17156;1;2;2;2;1;2;1;1;1;TR8;1608.691328
2023;17157;1;1;2;1;1;2;1;2;2;TR8;1448.798192
2023;17159;1;2;2;2;1;2;1;1;2;TR8;1412.111461
2023;17161;1;2;2;2;1;2;1;1;1;TR8;1615.416098
2023;17162;1;2;2;2;1;2;1;4;1;TR8;1595.969335
2023;17163;1;2;2;2;1;1;1;3;1;TR8;1932.264596
2023;17164;1;2;2;2;1;1;1;5;3;TR8;1550.641269
2023;17165;1;2;2;2;1;2;1;2;1;TR8;1981.938931
2023;17167;1;2;2;2;1;1;1;2;1;TR8;1891.1073
2023;17168;1;2;2;2;1;2;1;2;1;TR8;1713.68059
2023;17169;1;1;2;2;1;2;1;5;5;TR8;2543.793664
2023;17171;1;2;2;2;1;1;1;1;3;TR8;1340.464008
2023;17172;1;2;2;2;1;2;1;3;4;TR8;1286.402966
2023;17173;1;2;1;2;1;2;1;1;1;TR8;1713.68059
2023;17174;1;1;2;2;1;2;1;4;4;TR8;1348.867686
