REFERANS_YIL;BULTEN_NO;KAPSAMICI_KAPSAMDISI;BT_BILG_MASAUSTU;BT_BILG_DIZUSTU;BT_TABLET;BT_TEL_CEP;BT_DIGER_CIHAZ;HANE_INTERNET_ERISIM_DURUMU;hane_aylik_gelir_grp_5;HHB;IBBS_1;HANE_FAKTOR
2023;13048;1;1;2;2;1;1;1;2;1;TR3;2976.246702
2023;13049;1;2;2;2;1;1;1;4;2;TR3;2318.747609
2023;13051;1;2;2;2;1;1;1;3;2;TR3;2558.944239
2023;13052;1;2;2;2;1;2;1;4;2;TR3;2548.085476
2023;13053;1;2;2;2;1;1;1;1;2;TR3;2755.664677
2023;13054;1;2;2;2;1;2;1;1;1;TR3;2976.246702
2023;13057;1;2;2;2;1;2;1;1;2;TR3;2548.085476
2023;13058;1;2;2;2;1;2;1;4;3;TR3;2570.396958
2023;13059;1;2;2;2;1;1;1;2;2;TR3;2588.634181
2023;13061;1;1;2;2;1;1;1;4;4;TR3;2629.254103
2023;13063;1;2;2;2;1;1;1;2;2;TR3;2484.242119
2023;13066;1;2;2;2;1;2;1;1;2;TR3;2548.085476
2023;13067;1;1;2;2;1;1;1;4;3;TR3;2300.676126
2023;13068;1;1;1;1;1;1;1;5;3;TR3;2846.152326
2023;13069;1;2;2;1;1;1;1;3;4;TR3;2682.014201
2023;13071;1;2;1;1;1;1;1;5;2;TR3;2277.187031
2023;13072;1;2;2;2;1;1;1;5;1;TR3;3242.978075
2023;13073;1;2;2;2;1;1;1;4;4;TR3;2524.770423
2023;13074;1;2;1;1;1;1;1;4;1;TR3;3572.311685
2023;13075;1;2;1;2;1;1;1;2;5;TR3;3217.780944
2023;13076;1;2;2;2;1;1;1;1;2;TR3;2318.747609
2023;13077;1;1;1;2;1;1;1;3;1;TR3;3513.306154
2023;13078;1;2;2;2;1;2;1;1;3;TR3;2933.865636
2023;13079;1;2;1;2;1;2;1;4;2;TR3;2548.085476
2023;13081;1;2;2;2;1;2;2;1;2;TR4;2144.488368
2023;13082;1;2;1;2;1;1;1;4;4;TR4;2297.132321
2023;13083;1;2;1;2;1;2;1;4;4;TR4;2223.769379
2023;13084;1;1;2;2;1;1;1;1;1;TR4;3207.25239
2023;13085;1;2;2;2;1;2;1;2;5;TR4;2704.182651
2023;13086;1;2;2;2;1;2;1;3;8;TR4;4248.734997
2023;13087;1;2;1;2;1;2;1;4;5;TR4;2459.898187
2023;13088;1;2;1;1;1;1;1;2;5;TR4;2515.937849
2023;13089;1;2;2;2;1;2;1;4;4;TR4;1577.847988
2023;13093;1;2;2;2;1;2;1;2;1;TR4;3196.519463
2023;13094;1;1;2;1;1;1;1;3;3;TR4;2922.279434
2023;13097;1;2;1;2;1;1;1;1;1;TR4;2741.020505
2023;13098;1;2;2;2;1;2;2;1;1;TR4;2596.560668
2023;13099;1;2;2;2;1;2;2;1;2;TR4;2311.497524
2023;13101;1;2;2;1;1;1;1;3;4;TR4;2376.223795
2023;13102;1;2;1;2;1;1;1;5;3;TR4;2023.367697
2023;13103;1;2;2;1;1;1;1;2;4;TR4;2226.143585
2023;13104;1;2;2;1;1;2;1;4;6;TR4;4155.690616
2023;13105;1;2;1;2;1;1;1;4;3;TR4;2542.961206
2023;13106;1;2;2;2;1;2;1;4;2;TR4;2218.967307
2023;13107;1;2;1;2;1;2;1;4;3;TR4;2276.662542
2023;13108;1;2;1;2;1;2;1;4;2;TR4;2467.38025
2023;13109;1;1;2;1;1;1;1;4;4;TR4;2051.445928
2023;13111;1;2;1;2;1;1;1;4;3;TR4;2680.157564
2023;13113;1;2;1;2;1;1;1;4;4;TR4;2433.053914
2023;13114;1;1;1;2;1;2;1;5;3;TR4;3268.550425
2023;13115;1;2;2;2;1;1;1;5;3;TR4;3116.922412
2023;13116;1;1;1;2;1;1;1;4;4;TR4;2273.517207
2023;13117;1;2;2;2;1;2;1;4;3;TR4;2391.453563
2023;13118;1;2;1;2;1;1;1;4;4;TR4;2550.169612
2023;13119;1;2;1;2;1;1;1;3;2;TR4;2477.689545
2023;13122;1;2;2;2;1;2;1;4;3;TR4;2532.949247
2023;13123;1;2;1;2;1;2;1;4;1;TR4;4009.065488
2023;13125;1;2;2;2;1;2;1;1;2;TR4;2011.350022
2023;13126;1;1;1;2;1;2;1;3;4;TR4;3325.579514
2023;13127;1;2;2;2;1;1;1;1;2;TR4;2524.087074
2023;13128;1;2;1;1;1;1;1;5;3;TR4;3351.362822
2023;13129;1;1;2;2;1;2;1;1;5;TR4;4317.144023
2023;13131;1;2;2;1;1;2;1;5;4;TR4;2280.940042
2023;13133;1;2;1;2;1;2;1;4;2;TR4;2576.636486
2023;13135;1;2;2;2;1;2;1;4;3;TR4;2542.961206
2023;13136;1;2;1;2;1;2;1;4;2;TR4;2044.868249
2023;13138;1;2;2;2;1;2;1;1;3;TR4;2794.284092
2023;13139;1;2;1;1;1;1;1;4;4;TR4;2141.113251
2023;13141;1;2;2;2;1;2;1;5;6;TR4;4957.276108
2023;13142;1;2;2;2;1;2;1;3;4;TR4;2267.00852
2023;13143;1;2;2;2;1;2;2;1;3;TR4;2252.709303
2023;13144;1;2;2;2;1;2;1;4;8;TR4;4046.98329
2023;13145;1;2;1;2;1;2;1;4;3;TR4;2941.695382
2023;13146;1;1;2;2;1;2;1;2;5;TR4;2062.794004
2023;13147;1;1;2;1;1;2;1;3;4;TR4;2642.650816
2023;13148;1;2;2;2;1;2;2;1;1;TR4;2332.41052
2023;13149;1;2;2;2;1;2;2;1;2;TR4;2218.967307
2023;13152;1;2;1;1;1;1;1;3;2;TR4;2144.488368
2023;13153;1;2;2;2;1;2;1;3;2;TR4;2218.967307
2023;13154;1;2;1;2;1;1;1;4;3;TR4;2524.654641
2023;13155;1;1;2;2;1;1;1;3;3;TR4;2220.091824
2023;13157;1;2;2;2;1;1;1;1;2;TR4;1953.14256
2023;13158;1;2;1;2;1;1;1;4;3;TR4;2805.230171
2023;13159;1;2;2;2;1;1;1;3;2;TR4;2218.967307
2023;13161;1;2;2;2;1;1;1;4;3;TR4;2933.720489
2023;13162;1;2;2;1;1;1;1;3;3;TR4;2556.372295
2023;13163;1;2;2;2;1;1;1;4;3;TR4;2140.000365
2023;13164;1;2;1;2;1;1;1;4;4;TR4;2652.844388
2023;13165;1;2;1;1;1;1;1;4;4;TR4;2329.4822
2023;13166;1;2;1;2;1;1;1;3;4;TR4;1823.228486
2023;13167;1;2;1;2;1;1;1;3;3;TR4;2542.961206
2023;13168;1;2;2;2;1;2;1;5;5;TR4;3789.655199
2023;13169;1;2;2;2;1;2;1;1;1;TR4;2741.020505
2023;13171;1;2;1;2;1;1;1;3;4;TR4;3202.962236
2023;13172;1;2;2;1;1;1;1;4;2;TR4;3490.29069
2023;13173;1;2;1;2;1;2;1;3;2;TR4;2406.804519
2023;13175;1;1;1;1;1;1;1;5;5;TR4;3248.549729
2023;13176;1;2;2;2;1;2;2;2;2;TR4;2271.678367
2023;13177;1;2;1;1;1;2;1;5;3;TR4;2049.877713
2023;13179;1;2;1;2;1;1;1;5;3;TR4;2860.831356
2023;13181;1;2;2;2;1;2;2;1;1;TR4;2702.32754
2023;13182;1;2;2;2;1;1;1;3;2;TR4;2480.186815
2023;13183;1;2;2;2;1;1;1;1;1;TR4;2332.41052
2023;13184;1;2;2;2;1;1;1;2;2;TR4;2019.269659
2023;13185;1;2;2;2;1;1;1;3;3;TR4;2556.372295
2023;13186;1;2;2;2;1;1;1;2;2;TR4;2218.967307
2023;13187;1;2;2;2;1;2;1;2;1;TR4;2702.32754
2023;13188;1;2;1;2;1;1;1;3;4;TR4;3145.325821
2023;13189;1;2;1;1;1;1;1;4;4;TR4;2369.418598
2023;13191;1;1;2;1;1;1;1;3;4;TR4;2606.224358
2023;13192;1;1;1;2;1;1;1;4;3;TR4;2106.192855
2023;13193;1;2;1;2;1;1;1;3;3;TR4;2680.157564
2023;13194;1;1;2;1;1;1;1;4;5;TR4;3018.979274
2023;13195;1;1;2;2;1;1;1;4;4;TR4;3488.368598
2023;13197;1;1;2;2;1;1;1;5;4;TR4;3960.334812
2023;13198;1;1;2;1;1;1;1;4;4;TR4;3316.212431
2023;13199;1;2;1;1;1;1;1;4;6;TR4;3947.320658
2023;13201;1;1;2;2;1;2;1;5;5;TR4;3547.883284
2023;13202;1;2;1;2;1;1;1;3;2;TR4;2868.56311
2023;13203;1;2;1;1;1;1;1;3;4;TR4;2875.564076
2023;13204;1;2;2;2;1;1;1;4;4;TR4;2307.20765
2023;13205;1;2;2;2;1;2;1;1;1;TR4;2741.020505
2023;13206;1;2;2;2;1;2;1;3;2;TR4;2311.497524
2023;13208;1;2;1;1;1;2;1;5;3;TR4;1895.573569
2023;13209;1;2;2;2;1;2;1;4;5;TR4;3410.692961
2023;13211;1;1;1;1;1;1;1;4;2;TR4;2218.967307
2023;13213;1;2;1;2;1;1;1;3;1;TR4;2822.612224
2023;13214;1;1;1;1;1;1;1;5;3;TR4;3051.983279
2023;13217;1;2;1;1;1;2;1;4;3;TR4;2698.600308
2023;13218;1;2;1;2;1;1;1;5;2;TR4;3068.262068
2023;13219;1;2;1;2;1;1;1;5;3;TR4;2556.372295
2023;13221;1;2;1;2;1;1;1;5;2;TR4;3102.480614
2023;13224;1;2;1;1;1;1;1;5;2;TR4;3102.480614
2023;13225;1;2;2;2;1;1;1;5;1;TR4;2741.020505
2023;13226;1;2;2;2;1;1;1;5;1;TR4;3207.25239
2023;13228;1;2;1;2;1;1;1;5;4;TR4;2995.815768
2023;13229;1;2;1;1;1;1;1;5;3;TR4;2588.108777
2023;13231;1;2;1;1;1;1;1;5;4;TR4;2089.265928
2023;13232;1;2;2;2;1;2;1;2;3;TR4;1541.80101
2023;13233;1;1;1;1;1;1;1;4;4;TR4;2820.810747
2023;13234;1;1;1;1;1;1;1;4;4;TR4;2985.395597
2023;13235;1;2;1;2;1;2;1;5;2;TR4;2662.956606
2023;13236;1;2;1;1;1;2;1;4;3;TR4;2412.141807
2023;13237;1;2;2;2;1;1;1;2;2;TR4;2076.438579
2023;13238;1;2;2;2;1;2;1;5;6;TR4;6167.421322
2023;13239;1;1;2;2;1;2;1;4;1;TR4;2822.612224
2023;13241;1;2;2;2;1;1;1;4;4;TR4;2769.191013
2023;13242;1;2;1;2;1;1;1;5;3;TR4;2568.404892
2023;13243;1;2;1;2;1;1;1;5;3;TR4;2216.848037
2023;13244;1;2;1;2;1;1;1;2;4;TR4;2051.445928
2023;13245;1;2;2;2;1;1;1;3;2;TR4;2422.833668
2023;13246;1;2;1;2;1;1;1;4;4;TR4;2403.691545
2023;13247;1;2;1;1;1;1;1;5;4;TR4;2329.4822
2023;13248;1;2;2;2;1;2;1;2;2;TR4;2019.269659
2023;13249;1;2;1;1;1;1;1;4;3;TR4;2614.004189
2023;13251;1;1;2;2;1;1;1;4;2;TR4;2805.920714
2023;13252;1;1;2;1;1;1;1;5;4;TR4;3814.205236
2023;13253;1;2;2;1;1;2;1;3;4;TR4;2492.431064
2023;13254;1;1;2;1;1;1;1;5;6;TR4;4546.383342
2023;13255;1;1;2;1;1;1;1;4;3;TR4;2132.870533
2023;13256;1;1;2;2;1;1;1;5;3;TR4;2616.047359
2023;13257;1;2;1;2;1;1;1;5;2;TR4;3102.480614
2023;13258;1;2;2;2;1;2;1;4;5;TR4;2254.718824
2023;13259;1;1;1;2;1;1;1;5;5;TR4;3261.744048
2023;13261;1;2;1;1;1;1;1;4;3;TR4;2794.284092
2023;13263;1;2;1;2;1;1;1;5;3;TR4;1895.573569
2023;13264;1;2;1;1;1;1;1;5;4;TR4;1972.053487
2023;13265;1;1;2;1;1;1;1;5;3;TR4;2671.854122
2023;13266;1;2;1;1;1;1;1;5;3;TR4;2412.141807
2023;13267;1;2;1;1;1;1;1;4;4;TR4;2351.647763
2023;13268;1;2;2;1;1;1;1;5;2;TR4;2346.669803
2023;13269;1;2;2;2;1;1;1;4;3;TR4;2606.831423
2023;13271;1;2;1;1;1;1;1;3;4;TR4;2299.800136
2023;13272;1;2;1;2;1;1;1;5;3;TR4;2614.004189
2023;13273;1;2;1;1;1;1;1;5;2;TR4;3148.486263
2023;13274;1;2;1;2;1;2;1;3;2;TR4;2021.681114
2023;13275;1;2;1;1;1;1;1;5;3;TR4;2542.961206
2023;13276;1;1;2;2;1;2;1;5;4;TR4;1809.265964
2023;13277;1;2;1;1;1;2;1;5;5;TR4;2272.005444
2023;13278;1;2;1;1;1;1;1;5;4;TR4;2018.965207
2023;13279;1;1;1;1;1;1;1;5;3;TR4;2568.404892
2023;13281;1;1;1;2;1;2;1;4;3;TR4;2216.848037
2023;13282;1;1;1;2;1;1;1;4;6;TR4;6194.41697
2023;13283;1;2;2;2;1;2;1;2;2;TR4;1953.14256
2023;13284;1;2;2;2;1;1;1;3;1;TR4;3207.25239
2023;13285;1;1;1;1;1;1;1;3;3;TR4;2543.488104
2023;13286;1;2;2;1;1;2;1;4;5;TR4;2836.798163
2023;13287;1;2;2;2;1;1;1;3;4;TR4;3139.531738
2023;13288;1;2;2;2;1;2;1;2;2;TR4;1140.97661
2023;13289;1;2;1;2;1;1;1;5;6;TR4;4507.368117
2023;13291;1;2;2;2;1;2;1;2;2;TR4;2019.269659
2023;13292;1;1;2;2;1;2;1;3;2;TR4;2662.956606
2023;13293;1;2;1;2;1;2;1;1;2;TR4;2114.848746
2023;13294;1;1;1;2;1;2;1;5;4;TR4;3340.897274
2023;13295;1;1;1;2;1;2;1;1;1;TR4;3207.25239
2023;13296;1;2;2;2;1;2;1;3;3;TR4;2922.279434
2023;13298;1;2;1;2;1;2;1;2;3;TR4;2693.521598
2023;13301;1;1;1;1;1;1;1;5;3;TR4;2614.004189
2023;13302;1;1;2;2;1;2;1;3;4;TR4;2427.741764
2023;13303;1;2;1;2;1;1;1;3;3;TR4;2511.778342
2023;13304;1;2;2;1;1;2;1;3;4;TR4;2499.085395
2023;13305;1;2;1;2;1;1;1;4;3;TR4;2616.047359
2023;13306;1;2;1;1;1;1;1;5;5;TR4;2806.276933
2023;13307;1;2;1;2;1;1;1;5;4;TR4;2322.810866
2023;13308;1;2;2;1;1;2;1;2;5;TR4;2550.084002
2023;13309;1;2;2;2;1;2;1;4;2;TR4;2144.488368
2023;13311;1;2;2;2;1;2;1;3;2;TR4;2729.796216
2023;13312;1;2;1;2;1;2;1;5;4;TR4;2363.976607
2023;13313;1;1;2;2;1;2;1;4;5;TR4;4487.9907
2023;13314;1;2;1;1;1;2;1;3;3;TR4;2493.69626
2023;13315;1;2;2;2;1;2;1;2;2;TR4;2868.56311
2023;13316;1;1;2;2;1;2;1;4;3;TR4;2616.047359
2023;13317;1;2;2;2;1;2;1;2;3;TR4;1625.087039
2023;13318;1;2;1;2;1;2;1;1;2;TR4;2422.833668
2023;13319;1;2;1;2;1;2;1;4;3;TR4;2270.142475
2023;13321;1;2;1;2;1;1;1;3;3;TR4;2553.830267
2023;13322;1;1;1;2;1;1;1;5;3;TR4;3386.875693
2023;13323;1;2;2;2;1;1;1;3;1;TR4;2827.772994
2023;13324;1;2;2;2;1;1;1;1;1;TR4;2702.32754
2023;13325;1;1;1;2;1;2;1;3;2;TR4;2311.497524
2023;13326;1;2;2;2;1;2;1;2;6;TR4;3431.798621
2023;13327;1;2;2;2;1;2;1;1;1;TR4;2596.560668
2023;13328;1;2;2;2;1;1;1;4;2;TR4;2019.269659
2023;13329;1;2;2;2;1;2;1;3;2;TR4;1953.14256
2023;13331;1;2;1;2;1;1;1;3;3;TR4;2404.275933
2023;13332;1;2;2;2;1;1;1;2;1;TR4;3207.25239
2023;13333;1;2;2;2;1;1;1;3;2;TR4;2218.967307
2023;13334;1;2;1;2;1;1;1;3;4;TR4;2769.191013
2023;13336;1;1;2;2;1;1;1;1;3;TR4;1671.80164
2023;13337;1;2;2;2;1;1;1;3;2;TR4;3102.480614
2023;13338;1;2;2;2;1;2;1;3;1;TR4;2596.560668
2023;13339;1;2;1;2;1;1;1;3;2;TR4;2229.920591
2023;13341;1;2;2;2;1;2;1;3;3;TR4;1902.779998
2023;13342;1;2;2;2;1;2;1;4;3;TR4;2568.404892
2023;13343;1;2;2;2;1;2;1;4;6;TR4;3474.256949
2023;13344;1;2;2;2;1;2;1;2;3;TR4;2568.404892
2023;13345;1;2;2;1;1;2;1;4;5;TR4;3153.954259
2023;13346;1;2;2;2;1;2;1;2;3;TR4;2542.961206
2023;13347;1;2;2;2;1;2;1;4;2;TR4;1953.14256
2023;13348;1;2;1;2;1;2;1;1;3;TR4;2864.464083
2023;13349;1;2;2;2;1;2;99;1;2;TR4;1953.14256
2023;13351;1;2;1;2;1;2;1;4;3;TR4;2549.91516
2023;13352;1;2;2;2;1;1;1;3;3;TR4;2450.488808
2023;13353;1;2;2;2;1;1;1;3;4;TR4;2342.444155
2023;13354;1;2;1;1;1;1;1;3;2;TR4;3148.486263
2023;13355;1;2;1;2;1;2;1;4;4;TR4;3550.130384
2023;13356;1;2;1;2;1;2;1;2;3;TR4;2606.346753
2023;13357;1;2;1;2;1;2;1;3;4;TR4;2451.998388
2023;13358;1;2;1;1;1;1;1;4;4;TR4;3139.531738
2023;13359;1;2;2;2;1;1;1;4;4;TR4;2852.288503
2023;13361;1;2;2;2;1;1;1;4;3;TR4;2618.016237
2023;13362;1;2;1;2;1;1;1;5;6;TR4;5171.209593
2023;13363;1;2;1;1;1;2;1;4;5;TR4;2652.623745
2023;13364;1;2;1;2;1;1;1;5;2;TR4;2480.186815
2023;13365;1;2;2;2;1;1;1;2;4;TR4;2698.448814
2023;13366;1;2;2;2;1;2;1;3;3;TR4;2396.485717
2023;13367;1;2;2;2;1;2;1;1;2;TR4;2218.967307
2023;13368;1;2;2;1;1;2;1;2;3;TR4;2141.876535
2023;13369;1;2;1;1;1;1;1;5;5;TR4;2210.606863
2023;13371;1;1;1;2;1;1;1;4;2;TR4;2218.967307
2023;13372;1;2;2;2;1;2;1;3;2;TR4;3102.480614
2023;13373;1;1;2;2;1;2;1;4;4;TR4;3564.30133
2023;13374;1;2;2;2;1;2;1;3;2;TR4;2311.497524
2023;13375;1;2;2;2;1;2;2;1;1;TR4;2332.41052
2023;13376;1;2;2;2;1;2;2;1;2;TR4;2218.967307
2023;13377;1;2;1;2;1;1;1;5;2;TR4;3102.480614
2023;13378;1;2;1;1;1;2;1;4;5;TR4;2772.4349
2023;13379;1;1;1;1;1;2;1;5;4;TR4;2051.445928
2023;13381;1;1;2;2;1;1;1;4;3;TR4;3348.747782
2023;13382;1;2;2;2;1;2;1;3;1;TR4;3207.25239
2023;13383;1;2;2;2;1;2;1;1;1;TR4;2602.461338
2023;13384;1;1;2;2;1;1;1;4;2;TR4;2019.269659
2023;13385;1;2;2;1;1;1;1;4;4;TR4;2874.980251
2023;13386;1;2;2;2;1;1;1;2;4;TR4;1823.228486
2023;13387;1;1;1;2;1;1;1;5;3;TR4;2794.284092
2023;13388;1;2;1;2;1;1;1;4;3;TR4;2412.141807
2023;13389;1;2;2;2;1;1;1;2;2;TR4;2218.967307
2023;13391;1;2;2;2;1;2;1;2;1;TR4;3207.25239
2023;13392;1;2;1;1;1;2;1;4;3;TR4;3122.773668
2023;13393;1;1;2;2;1;1;1;4;6;TR4;4488.354176
2023;13394;1;2;2;2;1;1;1;3;4;TR4;3117.269939
2023;13396;1;2;2;2;1;1;1;4;2;TR4;1296.458623
2023;13397;1;2;2;1;1;2;1;4;4;TR4;2267.00852
2023;13398;1;1;2;2;1;2;1;4;3;TR4;3386.875693
2023;13399;1;2;1;2;1;1;1;4;3;TR4;3432.796906
2023;13401;1;2;2;1;1;2;1;4;4;TR4;2727.942686
2023;13402;1;2;2;2;1;2;1;1;1;TR4;3253.076672
2023;13403;1;2;2;1;1;1;1;4;3;TR4;2529.209622
2023;13405;1;1;1;2;1;2;1;2;3;TR4;3204.785308
2023;13406;1;2;1;2;1;2;1;1;1;TR4;2915.51315
2023;13407;1;2;1;1;1;2;1;4;2;TR4;2037.309244
2023;13409;1;2;2;2;1;2;1;4;4;TR4;1909.921642
2023;13411;1;1;2;2;1;2;1;3;2;TR4;2139.381795
2023;13412;1;1;2;2;1;2;1;5;3;TR4;2616.047359
2023;13413;1;2;2;2;1;1;1;4;4;TR4;2451.998388
2023;13414;1;2;2;2;1;2;1;3;2;TR4;2218.967307
2023;13415;1;2;2;2;1;2;1;3;4;TR4;2278.915696
2023;13416;1;2;2;2;1;1;1;3;2;TR4;1953.14256
2023;13417;1;2;1;2;1;2;1;5;4;TR4;2820.810747
2023;13419;1;1;2;2;1;1;1;5;4;TR4;3060.642305
2023;13423;1;2;2;2;1;1;1;5;2;TR4;2568.330582
2023;13424;1;2;1;1;1;1;1;5;3;TR4;2805.171823
2023;13425;1;2;1;1;1;1;1;5;5;TR4;3741.441203
2023;13426;1;1;1;1;1;1;1;5;3;TR4;2425.374837
2023;13427;1;2;2;2;1;1;1;5;4;TR4;2555.333484
2023;13429;1;2;1;2;1;1;1;3;4;TR4;2768.209394
2023;13431;1;2;2;1;1;2;1;5;3;TR4;2320.382483
2023;13432;1;1;2;2;1;1;1;5;4;TR4;3907.960525
2023;13433;1;1;2;2;1;1;1;5;3;TR4;3051.983279
2023;13434;1;2;1;1;1;1;1;4;3;TR4;2568.404892
2023;13435;1;2;1;2;1;2;1;2;1;TR4;3207.25239
2023;13436;1;2;2;2;1;2;1;1;1;TR4;2332.41052
2023;13437;1;2;2;2;1;1;1;4;3;TR4;2777.329787
2023;13438;1;1;2;1;1;1;1;4;3;TR4;2132.870533
2023;13439;1;2;1;2;1;2;1;3;4;TR4;2322.810866
2023;13441;1;2;2;2;1;2;1;3;1;TR4;3289.886915
2023;13442;1;1;2;2;1;2;1;1;1;TR4;2702.32754
2023;13443;1;1;2;1;1;1;1;5;4;TR4;2866.331798
2023;13444;1;2;2;2;1;1;1;3;2;TR4;3102.480614
2023;13445;1;2;2;1;1;2;1;3;3;TR4;2614.004189
2023;13446;1;2;2;2;1;2;1;4;3;TR4;2542.961206
2023;13447;1;2;2;1;1;1;1;3;2;TR4;2031.480349
2023;13448;1;2;1;2;1;1;1;4;1;TR4;3133.434935
2023;13449;1;1;1;2;1;1;1;2;1;TR4;2822.612224
2023;13451;1;2;2;2;1;1;1;3;4;TR4;2025.544278
2023;13452;1;2;2;2;1;1;1;5;2;TR4;2805.920714
2023;13453;1;2;1;2;1;1;1;4;4;TR4;2182.354149
2023;13454;1;2;2;2;1;2;1;1;2;TR4;1953.14256
2023;13455;1;2;1;1;1;1;1;3;4;TR4;2381.86367
2023;13456;1;1;1;2;1;2;1;4;5;TR4;2636.988875
2023;13457;1;2;1;1;1;2;1;4;4;TR4;4003.678299
2023;13458;1;2;2;2;1;1;1;4;2;TR4;2040.010254
2023;13459;1;2;1;2;1;2;1;5;4;TR4;3060.642305
2023;13461;1;2;2;2;1;1;1;3;1;TR4;3133.434935
2023;13462;1;2;2;2;1;1;1;2;1;TR4;2332.41052
2023;13463;1;2;1;2;1;1;1;3;4;TR4;2209.447325
2023;13464;1;2;2;2;1;1;1;3;4;TR4;2579.275587
2023;13465;1;2;2;2;1;2;2;3;2;TR4;2218.967307
2023;13466;1;2;1;2;1;1;1;3;4;TR4;3864.004588
2023;13467;1;2;2;2;1;1;1;2;2;TR4;2139.381795
2023;13468;1;2;2;2;1;2;1;2;2;TR4;2311.497524
2023;13469;1;2;1;2;1;1;1;3;5;TR4;2539.494927
2023;13472;1;2;2;2;1;2;1;2;1;TR4;3136.235804
2023;13473;1;2;2;2;1;2;1;2;2;TR4;2170.1584
2023;13475;1;2;2;2;1;2;1;4;2;TR4;2465.51923
2023;13479;1;1;2;2;1;2;1;4;3;TR4;2728.821634
2023;13482;1;2;2;2;1;1;1;1;1;TR4;2623.961835
2023;13483;1;2;1;2;1;2;1;1;1;TR4;3181.244619
2023;13484;1;1;1;2;1;1;1;2;1;TR4;3083.648068
2023;13485;1;2;2;2;1;2;1;4;2;TR4;3490.29069
2023;13486;1;2;2;2;1;2;1;1;1;TR4;2927.769005
2023;13487;1;2;2;2;1;2;1;3;1;TR4;2942.905493
2023;13488;1;2;2;1;1;1;1;3;5;TR4;2992.489659
2023;13491;1;2;1;2;1;2;1;3;1;TR4;3196.519463
2023;13492;1;2;2;2;1;2;1;4;2;TR4;2404.928419
2023;13493;1;2;2;2;1;2;2;3;2;TR4;2019.269659
2023;13494;1;2;1;1;1;1;1;4;3;TR4;2933.720489
2023;13495;1;2;2;2;1;2;2;1;2;TR4;1953.14256
2023;13496;1;1;2;2;1;1;1;4;1;TR4;3207.25239
2023;13497;1;2;2;2;1;2;2;1;1;TR4;2602.461338
2023;13498;1;2;2;1;1;1;1;2;4;TR4;2345.946152
2023;13499;1;2;2;2;1;2;1;1;1;TR4;2741.020505
2023;13501;1;2;1;1;1;1;1;3;2;TR4;2480.186815
2023;13502;1;2;1;2;1;1;1;5;4;TR4;3285.006825
2023;13503;1;2;1;1;1;1;1;5;4;TR4;2299.800136
2023;13504;1;2;2;2;1;2;1;2;2;TR4;2233.595933
2023;13505;1;2;1;1;1;1;1;4;4;TR4;2135.337453
2023;13506;1;2;2;2;1;1;1;3;1;TR4;2602.461338
2023;13507;1;2;1;2;1;2;1;5;3;TR4;2244.867051
2023;13508;1;1;2;2;1;1;1;4;3;TR4;2933.720489
2023;13509;1;2;1;2;1;1;1;2;1;TR4;2615.915994
2023;13511;1;2;1;2;1;2;1;5;2;TR4;2404.928419
2023;13512;1;1;2;2;1;2;1;5;3;TR4;2044.564775
2023;13513;1;2;1;2;1;2;1;4;4;TR4;2329.4822
2023;13514;1;1;2;1;1;1;1;4;3;TR4;2556.372295
2023;13515;1;1;2;1;1;1;1;3;3;TR4;2132.870533
2023;13516;1;1;2;2;1;1;1;4;4;TR4;2594.35617
2023;13517;1;1;1;2;1;2;1;4;4;TR4;3157.881721
2023;13518;1;2;1;1;1;1;1;5;4;TR4;2297.132321
2023;13519;1;2;2;1;1;1;1;3;1;TR4;2741.020505
2023;13521;1;2;2;2;1;2;1;3;2;TR4;2103.161825
2023;13523;1;1;1;1;1;1;1;4;3;TR4;2412.141807
2023;13524;1;2;1;2;1;2;1;3;3;TR4;2542.961206
2023;13525;1;1;2;2;1;1;1;1;3;TR4;2216.848037
2023;13526;1;1;2;2;1;1;1;3;3;TR4;2616.047359
2023;13527;1;2;1;1;1;1;1;5;5;TR4;2500.250342
2023;13528;1;2;1;1;1;1;1;5;3;TR4;2493.69626
2023;13529;1;2;1;1;1;1;1;3;3;TR4;2542.961206
2023;13531;1;2;2;2;1;2;1;1;2;TR4;2324.795487
2023;13532;1;2;2;2;1;2;2;2;2;TR4;2019.269659
2023;13533;1;2;1;1;1;1;1;4;4;TR4;3139.531738
2023;13534;1;2;2;2;1;2;1;3;4;TR4;2307.20765
2023;13535;1;2;2;1;1;2;1;5;4;TR4;2797.472108
2023;13536;1;2;1;2;1;1;1;3;4;TR4;2642.650816
2023;13537;1;2;1;1;1;1;1;4;3;TR4;2606.346753
2023;13538;1;1;2;2;1;1;1;4;3;TR4;2616.047359
2023;13539;1;2;2;2;1;1;1;4;5;TR4;3310.000722
2023;13541;1;2;2;2;1;1;1;4;2;TR4;2311.497524
2023;13542;1;2;1;2;1;2;1;4;4;TR4;2189.748523
2023;13543;1;1;2;2;1;2;1;3;2;TR4;1953.14256
2023;13544;1;2;1;2;1;2;1;3;3;TR4;3051.983279
2023;13545;1;2;1;1;1;2;1;5;1;TR4;3207.25239
2023;13546;1;2;1;2;1;2;1;3;1;TR4;3196.519463
2023;13547;1;2;1;2;1;2;1;3;1;TR4;3196.519463
2023;13548;1;2;2;2;1;2;1;2;4;TR4;2381.998992
2023;13549;1;2;1;2;1;2;1;3;3;TR4;1745.872206
2023;13551;1;2;2;2;1;1;1;2;2;TR4;2218.967307
