BULTEN_NO,BT_BILG_MASAUSTU,BT_BILG_DIZUSTU,BT_TABLET,BT_TEL_CEP,BT_DIGER_CIHAZ,SON_KULLANIM_ETICARET,YAS,hane_aylik_gelir_grp_5,E_TICARET_YAPTI_MI
10011,2,1,2,1,2,90.0,45,2,0
10012,2,1,1,1,1,1.0,25,2,1
10013,2,2,2,1,2,90.0,58,1,0
10014,2,2,2,1,1,1.0,25,5,1
10014,2,2,2,1,1,90.0,40,5,0
10014,2,2,2,1,1,1.0,19,5,1
10014,2,2,2,1,1,90.0,49,5,0
10014,2,2,2,1,1,2.0,21,5,1
10015,2,2,2,1,2,90.0,50,1,0
10016,2,1,2,1,2,90.0,37,5,0
10016,2,1,2,1,2,1.0,28,5,1
10017,2,2,2,1,1,90.0,39,2,0
10017,2,2,2,1,1,1.0,37,2,1
10018,2,2,2,1,2,90.0,62,1,0
10021,2,1,2,1,2,90.0,64,3,0
10021,2,1,2,1,2,1.0,20,3,1
10021,2,1,2,1,2,90.0,58,3,0
10022,2,1,1,1,2,1.0,39,4,1
10023,2,2,1,1,2,1.0,42,4,1
10024,2,2,2,1,2,90.0,49,5,0
10025,2,2,1,1,1,1.0,47,4,1
10026,2,1,1,1,2,1.0,34,3,1
10027,2,2,2,1,2,2.0,18,4,1
10027,2,2,2,1,2,90.0,36,4,0
10027,2,2,2,1,2,1.0,19,4,1
10028,2,2,2,1,2,90.0,68,3,0
10028,2,2,2,1,2,90.0,64,3,0
100210,1,1,1,1,1,1.0,35,5,1
100210,1,1,1,1,1,90.0,63,5,0
100210,1,1,1,1,1,1.0,22,5,1
100210,1,1,1,1,1,90.0,65,5,0
10031,2,1,2,1,2,90.0,63,4,0
10031,2,1,2,1,2,90.0,58,4,0
10033,2,1,2,1,1,1.0,55,5,1
10036,2,2,2,1,2,90.0,59,5,0
10036,2,2,2,1,2,90.0,58,5,0
10036,2,2,2,1,2,90.0,31,5,0
10037,2,2,2,1,2,90.0,69,3,0
10039,1,1,1,1,1,1.0,28,2,1
10041,2,1,1,1,1,90.0,41,5,0
10041,2,1,1,1,1,1.0,39,5,1
10042,2,1,1,1,1,1.0,43,3,1
10042,2,1,1,1,1,90.0,35,3,0
10043,2,2,2,1,1,1.0,40,4,1
10043,2,2,2,1,1,1.0,36,4,1
10044,2,2,2,1,2,90.0,52,3,0
10044,2,2,2,1,2,1.0,27,3,1
10044,2,2,2,1,2,90.0,50,3,0
10044,2,2,2,1,2,90.0,23,3,0
10045,2,1,2,1,1,90.0,66,1,0
10045,2,1,2,1,1,2.0,61,1,1
10045,2,1,2,1,1,90.0,38,1,0
10046,2,2,1,1,1,1.0,35,1,1
10047,2,1,1,1,2,1.0,43,4,1
10047,2,1,1,1,2,90.0,39,4,0
10047,2,1,1,1,2,1.0,19,4,1
10047,2,1,1,1,2,90.0,74,4,0
10048,2,2,2,1,2,90.0,65,4,0
10048,2,2,2,1,2,90.0,58,4,0
10049,2,2,2,1,2,90.0,74,1,0
10049,2,2,2,1,2,90.0,67,1,0
100410,2,2,2,1,2,90.0,68,3,0
100410,2,2,2,1,2,90.0,60,3,0
10051,2,1,1,1,1,1.0,37,5,1
10051,2,1,1,1,1,1.0,22,5,1
10051,2,1,1,1,1,1.0,47,5,1
10052,2,2,2,1,2,90.0,56,2,0
10053,2,2,2,1,2,1.0,33,4,1
10054,2,1,2,1,2,90.0,37,3,0
10055,2,2,2,1,1,1.0,26,3,1
10055,2,2,2,1,1,1.0,31,3,1
10055,2,2,2,1,1,1.0,32,3,1
10056,2,1,1,1,2,2.0,17,3,1
10056,2,1,1,1,2,1.0,21,3,1
10056,2,1,1,1,2,90.0,44,3,0
10057,1,2,2,1,2,90.0,37,2,0
10058,2,2,2,1,2,90.0,60,2,0
10058,2,2,2,1,2,90.0,43,2,0
10059,2,1,2,1,2,90.0,59,4,0
10059,2,1,2,1,2,1.0,35,4,1
10059,2,1,2,1,2,1.0,29,4,1
100510,2,1,2,1,2,3.0,56,5,1
100510,2,1,2,1,2,1.0,20,5,1
100510,2,1,2,1,2,1.0,26,5,1
100510,2,1,2,1,2,90.0,53,5,0
10062,1,1,2,1,1,90.0,58,3,0
10062,1,1,2,1,1,1.0,22,3,1
10062,1,1,2,1,1,90.0,50,3,0
10064,2,1,2,1,2,90.0,62,3,0
10064,2,1,2,1,2,90.0,59,3,0
10064,2,1,2,1,2,1.0,22,3,1
10069,1,1,1,1,1,1.0,27,5,1
10071,2,1,1,1,1,1.0,48,5,1
10071,2,1,1,1,1,1.0,18,5,1
10071,2,1,1,1,1,90.0,47,5,0
10072,1,2,2,1,1,90.0,57,3,0
10072,1,2,2,1,1,2.0,53,3,1
10073,2,2,1,1,1,1.0,39,4,1
10074,2,2,2,1,1,1.0,30,5,1
10074,2,2,2,1,1,1.0,29,5,1
10075,1,1,1,1,1,1.0,54,5,1
10075,1,1,1,1,1,1.0,24,5,1
10075,1,1,1,1,1,90.0,53,5,0
10076,1,1,1,1,1,1.0,43,5,1
10076,1,1,1,1,1,90.0,38,5,0
10078,2,1,1,1,1,1.0,38,4,1
10078,2,1,1,1,1,1.0,37,4,1
10079,1,1,1,1,1,90.0,35,4,0
10079,1,1,1,1,1,90.0,34,4,0
100710,2,1,1,1,1,1.0,46,5,1
100710,2,1,1,1,1,1.0,44,5,1
10081,1,1,1,1,1,90.0,57,3,0
10081,1,1,1,1,1,1.0,34,3,1
10082,1,1,1,1,1,1.0,43,4,1
10082,1,1,1,1,1,1.0,42,4,1
10083,1,1,2,1,2,90.0,51,5,0
10084,2,2,2,1,2,90.0,66,1,0
10085,2,2,2,1,2,90.0,70,5,0
10087,2,1,1,1,1,1.0,39,5,1
10087,2,1,1,1,1,1.0,38,5,1
10089,2,1,2,1,1,90.0,59,5,0
10089,2,1,2,1,1,1.0,58,5,1
10089,2,1,2,1,1,2.0,22,5,1
10091,2,1,2,1,1,90.0,54,3,0
10091,2,1,2,1,1,90.0,47,3,0
10093,2,1,2,1,1,1.0,45,4,1
10093,2,1,2,1,1,1.0,19,4,1
10093,2,1,2,1,1,1.0,40,4,1
10094,1,1,2,1,2,1.0,61,5,1
10094,1,1,2,1,2,1.0,37,5,1
10094,1,1,2,1,2,90.0,58,5,0
10095,2,1,1,1,1,1.0,49,2,1
10095,2,1,1,1,1,1.0,47,2,1
10096,2,2,2,1,2,90.0,53,3,0
10096,2,2,2,1,2,90.0,46,3,0
10097,1,2,2,1,1,90.0,67,4,0
10097,1,2,2,1,1,2.0,34,4,1
10097,1,2,2,1,1,1.0,34,4,1
10098,1,2,2,1,1,90.0,51,3,0
10098,1,2,2,1,1,1.0,22,3,1
10098,1,2,2,1,1,90.0,57,3,0
10099,2,2,2,1,2,90.0,50,4,0
10099,2,2,2,1,2,2.0,23,4,1
10099,2,2,2,1,2,3.0,25,4,1
10099,2,2,2,1,2,90.0,47,4,0
100910,1,2,2,1,1,90.0,58,5,0
100910,1,2,2,1,1,1.0,34,5,1
100910,1,2,2,1,1,1.0,57,5,1
100910,1,2,2,1,1,1.0,25,5,1
10101,2,2,2,1,1,1.0,41,3,1
10101,2,2,2,1,1,1.0,17,3,1
10102,1,2,2,1,1,1.0,46,4,1
10102,1,2,2,1,1,1.0,36,4,1
10102,1,2,2,1,1,1.0,18,4,1
10103,2,2,2,1,2,90.0,67,1,0
10104,2,1,2,1,1,90.0,43,2,0
10104,2,1,2,1,1,90.0,16,2,0
10104,2,1,2,1,1,90.0,16,2,0
10104,2,1,2,1,1,90.0,41,2,0
10105,1,2,2,1,1,90.0,62,4,0
10105,1,2,2,1,1,1.0,32,4,1
10105,1,2,2,1,1,2.0,29,4,1
10106,2,2,1,1,2,90.0,52,1,0
10106,2,2,1,1,2,1.0,33,1,1
10106,2,2,1,1,2,2.0,37,1,1
10107,2,2,2,1,2,90.0,69,1,0
10108,2,2,2,1,2,1.0,18,3,1
10108,2,2,2,1,2,90.0,68,3,0
10109,2,2,2,1,1,2.0,37,4,1
10109,2,2,2,1,1,1.0,38,4,1
101010,2,2,2,1,2,2.0,36,2,1
101010,2,2,2,1,2,90.0,30,2,0
10113,2,1,2,1,2,90.0,51,2,0
10113,2,1,2,1,2,90.0,48,2,0
10113,2,1,2,1,2,1.0,20,2,1
10113,2,1,2,1,2,1.0,18,2,1
10114,1,2,2,1,2,1.0,48,3,1
10114,1,2,2,1,2,1.0,43,3,1
10115,2,2,1,1,2,1.0,28,4,1
10115,2,2,1,1,2,90.0,33,4,0
10116,2,2,2,1,2,1.0,39,3,1
10116,2,2,2,1,2,1.0,35,3,1
10117,2,2,2,1,2,90.0,61,5,0
10117,2,2,2,1,2,1.0,30,5,1
10117,2,2,2,1,2,90.0,59,5,0
10117,2,2,2,1,2,1.0,31,5,1
10118,2,2,2,1,2,1.0,57,3,1
10118,2,2,2,1,2,1.0,41,3,1
10118,2,2,2,1,2,1.0,50,3,1
101110,2,2,2,1,2,90.0,66,2,0
101110,2,2,2,1,2,90.0,59,2,0
10121,1,1,1,1,1,90.0,50,3,0
10121,1,1,1,1,1,1.0,16,3,1
10121,1,1,1,1,1,1.0,44,3,1
10122,2,2,2,1,2,90.0,72,3,0
10123,2,2,2,1,1,90.0,38,4,0
10123,2,2,2,1,1,1.0,44,4,1
10124,2,2,2,1,2,1.0,55,5,1
10124,2,2,2,1,2,90.0,52,5,0
10124,2,2,2,1,2,1.0,28,5,1
10124,2,2,2,1,2,90.0,32,5,0
10126,2,1,2,1,2,90.0,52,4,0
10126,2,1,2,1,2,1.0,62,4,1
10127,2,2,1,1,2,1.0,34,4,1
10127,2,2,1,1,2,1.0,29,4,1
10128,2,2,2,1,2,90.0,68,4,0
10128,2,2,2,1,2,1.0,38,4,1
10128,2,2,2,1,2,1.0,46,4,1
10128,2,2,2,1,2,1.0,36,4,1
10129,2,2,2,1,2,1.0,34,3,1
10129,2,2,2,1,2,1.0,31,3,1
101210,2,2,2,1,1,90.0,68,5,0
101210,2,2,2,1,1,1.0,42,5,1
101210,2,2,2,1,1,90.0,64,5,0
10131,2,1,2,1,2,1.0,23,2,1
10132,2,2,2,1,2,90.0,67,2,0
10132,2,2,2,1,2,90.0,59,2,0
10133,2,1,1,1,1,1.0,39,5,1
10135,2,1,2,1,2,1.0,44,5,1
10136,2,1,2,1,1,90.0,52,5,0
10137,2,1,1,1,1,1.0,24,4,1
10137,2,1,1,1,1,1.0,29,4,1
10137,2,1,1,1,1,90.0,61,4,0
10139,2,2,2,1,2,90.0,55,1,0
101310,2,2,1,1,1,2.0,44,2,1
101310,2,2,1,1,1,1.0,34,2,1
10141,2,1,2,1,2,1.0,33,5,1
10141,2,1,2,1,2,1.0,26,5,1
10142,1,1,1,1,1,1.0,54,5,1
10142,1,1,1,1,1,90.0,43,5,0
10143,2,1,2,1,1,1.0,46,4,1
10144,2,2,2,1,1,1.0,32,5,1
10144,2,2,2,1,1,1.0,31,5,1
10145,2,1,2,1,1,1.0,28,5,1
10145,2,1,2,1,1,1.0,23,5,1
10146,2,2,2,1,2,1.0,22,2,1
10148,2,2,2,1,1,1.0,37,2,1
101410,1,2,2,1,1,3.0,48,5,1
101410,1,2,2,1,1,1.0,20,5,1
101410,1,2,2,1,1,2.0,43,5,1
10151,2,1,2,1,2,1.0,43,4,1
10152,2,1,1,1,1,1.0,36,5,1
10153,2,1,2,1,1,1.0,30,4,1
10154,2,1,2,1,2,3.0,24,5,1
10154,2,1,2,1,2,2.0,28,5,1
10155,2,1,2,1,1,1.0,23,1,1
10156,2,1,2,1,1,1.0,27,5,1
10157,1,2,1,1,2,1.0,59,2,1
101510,2,2,2,1,2,90.0,39,4,0
101510,2,2,2,1,2,90.0,34,4,0
10161,2,2,2,1,2,90.0,63,1,0
10162,2,1,1,1,2,90.0,69,2,0
10163,2,2,2,1,2,90.0,72,1,0
10164,1,2,2,1,2,1.0,37,3,1
10165,1,2,2,1,2,90.0,54,2,0
10165,1,2,2,1,2,1.0,18,2,1
10165,1,2,2,1,2,1.0,51,2,1
10167,2,2,2,1,2,90.0,54,1,0
10169,1,1,1,1,1,1.0,58,5,1
10169,1,1,1,1,1,1.0,42,5,1
10171,2,2,2,1,1,1.0,39,4,1
10171,2,2,2,1,1,1.0,26,4,1
10171,2,2,2,1,1,1.0,32,4,1
10172,2,2,1,1,1,1.0,34,4,1
10173,2,2,2,1,1,90.0,55,5,0
10173,2,2,2,1,1,3.0,25,5,1
10173,2,2,2,1,1,90.0,50,5,0
10174,2,2,1,1,2,1.0,41,4,1
10174,2,2,1,1,2,1.0,22,4,1
10174,2,2,1,1,2,1.0,18,4,1
10175,2,2,2,1,1,1.0,30,3,1
10175,2,2,2,1,1,1.0,30,3,1
10176,2,2,2,1,1,1.0,30,3,1
10176,2,2,2,1,1,2.0,26,3,1
10177,2,2,2,1,2,90.0,46,5,0
10177,2,2,2,1,2,1.0,21,5,1
10177,2,2,2,1,2,90.0,42,5,0
10178,2,1,2,1,1,2.0,39,2,1
10178,2,1,2,1,1,1.0,34,2,1
10179,2,1,2,1,2,90.0,49,3,0
10179,2,1,2,1,2,90.0,41,3,0
10179,2,1,2,1,2,2.0,22,3,1
101710,2,1,1,1,2,1.0,58,4,1
101710,2,1,1,1,2,1.0,27,4,1
101710,2,1,1,1,2,90.0,50,4,0
10181,2,2,2,1,2,1.0,17,2,1
10181,2,2,2,1,2,90.0,18,2,0
10182,2,1,2,1,2,90.0,51,3,0
10182,2,1,2,1,2,1.0,17,3,1
10183,2,2,2,1,2,90.0,37,3,0
10183,2,2,2,1,2,1.0,34,3,1
10184,2,2,2,1,1,90.0,63,1,0
10184,2,2,2,1,1,90.0,55,1,0
10185,2,2,2,1,2,3.0,17,3,1
10185,2,2,2,1,2,90.0,51,3,0
10185,2,2,2,1,2,90.0,47,3,0
10185,2,2,2,1,2,1.0,25,3,1
10187,1,1,2,1,2,2.0,53,5,1
10187,1,1,2,1,2,2.0,23,5,1
10187,1,1,2,1,2,1.0,49,5,1
10188,2,2,2,1,2,90.0,38,1,0
10188,2,2,2,1,2,1.0,37,1,1
10189,1,2,1,1,1,1.0,41,4,1
10189,1,2,1,1,1,1.0,35,4,1
101810,2,1,1,1,1,1.0,40,3,1
101810,2,1,1,1,1,1.0,39,3,1
10191,2,1,2,1,2,90.0,47,2,0
10191,2,1,2,1,2,1.0,18,2,1
10191,2,1,2,1,2,1.0,45,2,1
10192,2,2,2,1,2,90.0,64,2,0
10192,2,2,2,1,2,90.0,61,2,0
10192,2,2,2,1,2,3.0,33,2,1
10193,2,1,1,1,1,1.0,44,3,1
10194,2,1,1,1,1,90.0,54,5,0
10194,2,1,1,1,1,90.0,49,5,0
10194,2,1,1,1,1,1.0,18,5,1
10195,2,2,2,1,2,90.0,55,5,0
10195,2,2,2,1,2,90.0,55,5,0
10195,2,2,2,1,2,1.0,29,5,1
10197,2,1,1,1,2,1.0,38,3,1
10197,2,1,1,1,2,1.0,32,3,1
10198,2,1,1,1,1,1.0,32,5,1
10199,2,2,1,1,2,1.0,36,4,1
101910,2,1,1,1,1,1.0,29,4,1
101910,2,1,1,1,1,1.0,26,4,1
10201,2,2,2,1,2,90.0,43,2,0
10201,2,2,2,1,2,90.0,35,2,0
10203,2,2,2,1,2,3.0,40,2,1
10203,2,2,2,1,2,3.0,36,2,1
10204,2,2,2,1,1,2.0,26,2,1
10205,2,1,1,1,2,2.0,29,4,1
10206,2,1,2,1,1,1.0,36,5,1
10206,2,1,2,1,1,1.0,35,5,1
10207,2,2,2,1,2,90.0,53,4,0
10207,2,2,2,1,2,90.0,28,4,0
10207,2,2,2,1,2,90.0,51,4,0
10208,2,2,2,1,2,90.0,51,3,0
10209,2,2,2,1,2,90.0,57,1,0
10209,2,2,2,1,2,90.0,50,1,0
102010,2,2,2,1,1,1.0,31,5,1
102010,2,2,2,1,1,90.0,57,5,0
10211,2,1,2,1,2,1.0,36,4,1
10212,2,2,2,1,1,90.0,37,2,0
10212,2,2,2,1,1,2.0,34,2,1
10213,2,1,1,1,1,90.0,45,3,0
10213,2,1,1,1,1,90.0,44,3,0
10214,2,1,2,1,2,1.0,46,4,1
10214,2,1,2,1,2,1.0,45,4,1
10214,2,1,2,1,2,3.0,16,4,1
10215,2,2,1,1,1,1.0,34,3,1
10215,2,2,1,1,1,1.0,37,3,1
10216,2,2,2,1,2,1.0,34,2,1
10216,2,2,2,1,2,1.0,34,2,1
10218,2,1,2,1,2,1.0,31,3,1
10218,2,1,2,1,2,1.0,29,3,1
10219,2,2,1,1,2,1.0,26,2,1
10219,2,2,1,1,2,1.0,21,2,1
102110,2,1,1,1,1,1.0,32,5,1
102110,2,1,1,1,1,1.0,25,5,1
10221,2,2,2,1,2,1.0,69,1,1
10222,2,1,2,1,1,1.0,46,4,1
10222,2,1,2,1,1,90.0,46,4,0
10222,2,1,2,1,1,1.0,21,4,1
10223,2,2,2,1,2,90.0,67,2,0
10224,1,1,1,1,2,90.0,64,2,0
10225,2,2,2,1,2,90.0,48,1,0
10226,2,1,1,1,1,1.0,43,1,1
10226,2,1,1,1,1,1.0,19,1,1
10227,2,2,2,1,1,3.0,65,3,1
10227,2,2,2,1,1,1.0,38,3,1
10228,2,2,2,1,2,90.0,74,4,0
10229,2,1,2,1,2,1.0,43,4,1
102210,2,1,2,1,1,2.0,69,4,1
102210,2,1,2,1,1,90.0,61,4,0
10231,2,2,2,1,1,1.0,31,2,1
10231,2,2,2,1,1,1.0,30,2,1
10232,2,1,2,1,2,90.0,43,4,0
10232,2,1,2,1,2,1.0,40,4,1
10232,2,1,2,1,2,1.0,19,4,1
10232,2,1,2,1,2,1.0,18,4,1
10233,2,1,2,1,1,90.0,26,3,0
10233,2,1,2,1,1,1.0,24,3,1
10234,2,1,1,1,1,90.0,63,5,0
10234,2,1,1,1,1,1.0,36,5,1
10234,2,1,1,1,1,90.0,53,5,0
10235,2,1,2,1,1,1.0,33,2,1
10235,2,1,2,1,1,3.0,40,2,1
10236,2,2,2,1,2,90.0,49,5,0
10236,2,2,2,1,2,1.0,25,5,1
10236,2,2,2,1,2,1.0,33,5,1
10237,2,2,2,1,2,90.0,25,5,0
10237,2,2,2,1,2,1.0,29,5,1
10237,2,2,2,1,2,90.0,24,5,0
10239,1,1,2,1,1,90.0,20,5,0
10239,1,1,2,1,1,2.0,44,5,1
10239,1,1,2,1,1,90.0,44,5,0
102310,2,2,1,1,2,90.0,73,2,0
102310,2,2,1,1,2,90.0,51,2,0
10241,2,1,1,1,1,90.0,49,5,0
10241,2,1,1,1,1,90.0,47,5,0
10241,2,1,1,1,1,1.0,16,5,1
10241,2,1,1,1,1,1.0,18,5,1
10242,2,1,1,1,1,1.0,50,5,1
10242,2,1,1,1,1,1.0,23,5,1
10242,2,1,1,1,1,1.0,50,5,1
10242,2,1,1,1,1,90.0,18,5,0
10243,1,2,2,1,1,90.0,56,3,0
10243,1,2,2,1,1,2.0,22,3,1
10244,2,1,2,1,1,1.0,33,5,1
10244,2,1,2,1,1,1.0,28,5,1
10245,1,1,1,1,1,3.0,59,4,1
10245,1,1,1,1,1,1.0,30,4,1
10245,1,1,1,1,1,1.0,17,4,1
10245,1,1,1,1,1,2.0,57,4,1
10246,1,1,1,1,1,1.0,62,5,1
10246,1,1,1,1,1,1.0,54,5,1
10246,1,1,1,1,1,1.0,23,5,1
10247,1,1,1,1,1,1.0,45,5,1
10247,1,1,1,1,1,1.0,38,5,1
10248,1,1,2,1,2,90.0,47,4,0
10248,1,1,2,1,2,90.0,44,4,0
10248,1,1,2,1,2,1.0,24,4,1
10248,1,1,2,1,2,90.0,19,4,0
10249,2,2,2,1,2,1.0,33,2,1
10249,2,2,2,1,2,1.0,24,2,1
102410,2,2,2,1,2,90.0,61,4,0
10252,2,2,2,1,2,90.0,23,3,0
10253,2,1,2,1,1,2.0,34,5,1
10253,2,1,2,1,1,1.0,29,5,1
10254,2,2,2,1,2,1.0,29,3,1
10254,2,2,2,1,2,1.0,22,3,1
10254,2,2,2,1,2,1.0,25,3,1
10255,2,1,2,1,2,90.0,38,2,0
10255,2,1,2,1,2,90.0,36,2,0
10256,2,2,2,1,1,1.0,30,3,1
10257,2,1,1,1,1,90.0,57,5,0
10257,2,1,1,1,1,1.0,35,5,1
10258,1,2,2,1,1,2.0,41,2,1
10258,1,2,2,1,1,1.0,31,2,1
10259,2,2,2,1,1,3.0,27,4,1
10259,2,2,2,1,1,1.0,25,4,1
102510,2,2,2,1,1,90.0,46,5,0
102510,2,2,2,1,1,90.0,45,5,0
10261,1,1,1,1,1,1.0,51,5,1
10261,1,1,1,1,1,1.0,50,5,1
10261,1,1,1,1,1,1.0,18,5,1
10262,2,1,1,1,1,1.0,45,5,1
10262,2,1,1,1,1,1.0,34,5,1
10263,2,1,2,1,1,1.0,29,5,1
10263,2,1,2,1,1,1.0,27,5,1
10264,2,2,1,1,1,90.0,38,5,0
10265,2,1,2,1,1,1.0,28,5,1
10265,2,1,2,1,1,1.0,26,5,1
10266,2,1,2,1,2,1.0,29,5,1
10266,2,1,2,1,2,1.0,29,5,1
10267,2,2,2,1,2,90.0,56,3,0
10267,2,2,2,1,2,90.0,55,3,0
10268,2,1,2,1,1,1.0,54,5,1
10268,2,1,2,1,1,1.0,54,5,1
10268,2,1,2,1,1,1.0,18,5,1
10269,2,1,1,1,1,1.0,41,4,1
10269,2,1,1,1,1,1.0,35,4,1
102610,2,1,1,1,1,1.0,37,5,1
10272,1,1,1,1,1,3.0,49,4,1
10272,1,1,1,1,1,90.0,47,4,0
10272,1,1,1,1,1,1.0,21,4,1
10272,1,1,1,1,1,1.0,23,4,1
10273,2,2,1,1,2,90.0,45,2,0
10273,2,2,1,1,2,90.0,37,2,0
10273,2,2,1,1,2,1.0,19,2,1
10274,2,2,2,1,2,90.0,23,1,0
10274,2,2,2,1,2,90.0,46,1,0
10274,2,2,2,1,2,1.0,30,1,1
10275,2,2,1,1,2,1.0,41,3,1
10276,2,2,2,1,2,2.0,41,2,1
10276,2,2,2,1,2,90.0,39,2,0
10276,2,2,2,1,2,1.0,18,2,1
10277,2,2,2,1,1,90.0,34,2,0
10277,2,2,2,1,1,1.0,42,2,1
10278,2,2,2,1,1,2.0,35,2,1
10278,2,2,2,1,1,1.0,29,2,1
10279,1,1,2,1,1,1.0,51,2,1
10281,2,1,2,1,1,90.0,50,5,0
10281,2,1,2,1,1,1.0,24,5,1
10281,2,1,2,1,1,1.0,19,5,1
10281,2,1,2,1,1,90.0,49,5,0
10282,2,2,1,1,1,1.0,25,2,1
10283,2,2,2,1,2,1.0,64,2,1
10283,2,2,2,1,2,90.0,65,2,0
10284,1,2,2,1,1,1.0,32,2,1
10285,2,2,2,1,1,1.0,24,2,1
10285,2,2,2,1,1,1.0,30,2,1
10286,2,2,1,1,1,1.0,39,2,1
10286,2,2,1,1,1,1.0,34,2,1
10286,2,2,1,1,1,1.0,17,2,1
10287,2,2,1,1,1,90.0,43,4,0
10287,2,2,1,1,1,1.0,42,4,1
10287,2,2,1,1,1,2.0,23,4,1
10288,2,2,1,1,1,1.0,33,4,1
10288,2,2,1,1,1,1.0,30,4,1
10289,1,2,2,1,1,90.0,42,2,0
10289,1,2,2,1,1,90.0,38,2,0
10291,2,2,2,1,2,90.0,70,2,0
10291,2,2,2,1,2,90.0,67,2,0
10292,2,1,2,1,2,90.0,51,5,0
10292,2,1,2,1,2,1.0,24,5,1
10292,2,1,2,1,2,1.0,49,5,1
10294,2,2,2,1,2,90.0,44,5,0
10294,2,2,2,1,2,90.0,40,5,0
10294,2,2,2,1,2,90.0,41,5,0
10295,2,1,2,1,1,1.0,59,2,1
10295,2,1,2,1,1,90.0,42,2,0
10296,2,2,2,1,2,90.0,23,2,0
10296,2,2,2,1,2,90.0,44,2,0
10297,1,1,2,1,1,90.0,47,2,0
10297,1,1,2,1,1,1.0,31,2,1
10298,2,1,1,1,1,90.0,68,5,0
10298,2,1,1,1,1,90.0,35,5,0
10298,2,1,1,1,1,1.0,63,5,1
10298,2,1,1,1,1,90.0,35,5,0
10299,1,1,1,1,1,90.0,67,5,0
10299,1,1,1,1,1,90.0,66,5,0
10299,1,1,1,1,1,1.0,32,5,1
102910,1,1,2,1,1,1.0,49,5,1
102910,1,1,2,1,1,1.0,16,5,1
102910,1,1,2,1,1,1.0,17,5,1
10301,2,1,1,1,1,1.0,36,2,1
10301,2,1,1,1,1,1.0,29,2,1
10302,2,1,2,1,2,90.0,30,4,0
10303,2,2,2,1,1,1.0,43,5,1
10305,2,2,2,1,2,1.0,38,4,1
10305,2,2,2,1,2,3.0,34,4,1
10306,2,1,1,1,1,1.0,42,3,1
10306,2,1,1,1,1,90.0,39,3,0
10308,2,2,2,1,2,90.0,60,2,0
10308,2,2,2,1,2,90.0,59,2,0
10309,2,1,2,1,2,90.0,67,5,0
10309,2,1,2,1,2,1.0,31,5,1
10309,2,1,2,1,2,90.0,65,5,0
103010,2,1,1,1,1,1.0,44,5,1
10311,2,1,1,1,2,90.0,48,2,0
10311,2,1,1,1,2,90.0,18,2,0
10311,2,1,1,1,2,1.0,26,2,1
10311,2,1,1,1,2,1.0,45,2,1
10312,1,1,2,1,1,1.0,49,3,1
10312,1,1,2,1,1,1.0,48,3,1
10313,2,1,1,1,2,1.0,42,2,1
10313,2,1,1,1,2,90.0,37,2,0
10314,2,1,2,1,2,1.0,23,5,1
10314,2,1,2,1,2,90.0,60,5,0
10314,2,1,2,1,2,90.0,35,5,0
10315,2,2,2,1,2,90.0,46,5,0
10315,2,2,2,1,2,90.0,45,5,0
10315,2,2,2,1,2,90.0,22,5,0
10315,2,2,2,1,2,1.0,24,5,1
10316,1,2,2,1,2,90.0,41,2,0
10317,2,2,2,1,2,90.0,43,3,0
10317,2,2,2,1,2,90.0,43,3,0
10318,2,2,2,1,2,90.0,53,4,0
10319,2,1,1,1,1,1.0,39,5,1
10319,2,1,1,1,1,1.0,35,5,1
103110,1,2,1,1,1,1.0,39,3,1
10321,2,2,2,1,2,90.0,60,3,0
10321,2,2,2,1,2,90.0,57,3,0
10321,2,2,2,1,2,90.0,23,3,0
10322,1,2,2,1,1,90.0,46,1,0
10322,1,2,2,1,1,1.0,19,1,1
10323,1,2,2,1,1,90.0,58,4,0
10323,1,2,2,1,1,1.0,33,4,1
10323,1,2,2,1,1,90.0,53,4,0
10324,2,2,2,1,1,2.0,32,3,1
10324,2,2,2,1,1,1.0,27,3,1
10325,2,2,2,1,2,90.0,35,3,0
10326,1,2,2,1,1,90.0,48,4,0
10326,1,2,2,1,1,1.0,25,4,1
10326,1,2,2,1,1,1.0,23,4,1
10326,1,2,2,1,1,90.0,48,4,0
10327,2,2,1,1,2,90.0,48,3,0
10327,2,2,1,1,2,90.0,41,3,0
10328,1,2,2,1,2,90.0,52,2,0
10328,1,2,2,1,2,1.0,16,2,1
10329,2,1,2,1,1,2.0,36,3,1
10329,2,1,2,1,1,1.0,29,3,1
103210,1,2,1,1,1,90.0,61,2,0
103210,1,2,1,1,1,90.0,60,2,0
10331,2,2,2,1,2,90.0,37,2,0
10331,2,2,2,1,2,90.0,31,2,0
10332,2,2,1,1,2,2.0,29,2,1
10332,2,2,1,1,2,90.0,27,2,0
10333,2,2,2,1,2,90.0,37,1,0
10333,2,2,2,1,2,90.0,29,1,0
10334,2,2,2,1,1,2.0,34,2,1
10334,2,2,2,1,1,90.0,29,2,0
10335,2,2,2,1,2,90.0,50,3,0
10335,2,2,2,1,2,2.0,22,3,1
10335,2,2,2,1,2,2.0,16,3,1
10335,2,2,2,1,2,90.0,48,3,0
10336,2,1,2,1,1,90.0,62,4,0
10336,2,1,2,1,1,1.0,30,4,1
10337,2,2,2,1,2,2.0,24,2,1
10338,2,2,2,1,2,90.0,53,4,0
10339,2,2,2,1,1,2.0,39,2,1
10339,2,2,2,1,1,90.0,33,2,0
