BULTEN_NO,BT_BILG_MASAUSTU,BT_BILG_DIZUSTU,BT_TABLET,BT_TEL_CEP,BT_DIGER_CIHAZ,SON_KULLANIM_ETICARET,YAS,hane_aylik_gelir_grp_5,E_TICARET_YAPTI_MI
14544,2,1,1,1,2,90.0,68,4,0
14544,2,1,1,1,2,90.0,63,4,0
14544,2,1,1,1,2,1.0,39,4,1
14545,2,1,1,1,2,1.0,53,4,1
14545,2,1,1,1,2,1.0,26,4,1
14545,2,1,1,1,2,90.0,51,4,0
14545,2,1,1,1,2,1.0,25,4,1
14546,2,1,2,1,2,1.0,34,2,1
14546,2,1,2,1,2,3.0,26,2,1
14547,2,1,1,1,2,3.0,40,5,1
14548,2,2,2,1,2,2.0,41,3,1
14549,2,1,2,1,2,90.0,42,3,0
14549,2,1,2,1,2,90.0,38,3,0
14549,2,1,2,1,2,90.0,16,3,0
145410,2,1,2,1,2,90.0,56,3,0
145410,2,1,2,1,2,1.0,24,3,1
145410,2,1,2,1,2,1.0,20,3,1
145410,2,1,2,1,2,1.0,51,3,1
14551,1,2,2,1,2,1.0,47,5,1
14551,1,2,2,1,2,90.0,42,5,0
14551,1,2,2,1,2,1.0,19,5,1
14553,2,1,1,1,2,1.0,36,5,1
14553,2,1,1,1,2,1.0,37,5,1
14554,2,1,1,1,1,1.0,40,5,1
14554,2,1,1,1,1,90.0,39,5,0
14555,2,1,2,1,2,3.0,47,4,1
14555,2,1,2,1,2,1.0,35,4,1
14557,2,2,2,1,1,90.0,60,3,0
14557,2,2,2,1,1,1.0,37,3,1
14558,1,1,1,1,1,1.0,38,5,1
14558,1,1,1,1,1,1.0,33,5,1
14559,2,1,1,1,2,1.0,39,5,1
14559,2,1,1,1,2,1.0,39,5,1
145510,2,2,1,1,1,1.0,30,5,1
145510,2,2,1,1,1,1.0,29,5,1
14561,2,1,2,1,1,90.0,32,4,0
14561,2,1,2,1,1,1.0,40,4,1
14562,1,2,2,1,2,90.0,48,4,0
14562,1,2,2,1,2,1.0,25,4,1
14562,1,2,2,1,2,90.0,19,4,0
14563,2,2,1,1,1,90.0,54,5,0
14563,2,2,1,1,1,1.0,23,5,1
14563,2,2,1,1,1,1.0,28,5,1
14563,2,2,1,1,1,1.0,49,5,1
14565,1,1,1,1,1,90.0,60,5,0
14565,1,1,1,1,1,1.0,28,5,1
14565,1,1,1,1,1,90.0,55,5,0
14566,1,2,2,1,1,90.0,66,3,0
14566,1,2,2,1,1,1.0,40,3,1
14566,1,2,2,1,1,90.0,17,3,0
14567,2,1,2,1,1,90.0,59,5,0
14567,2,1,2,1,1,1.0,23,5,1
14567,2,1,2,1,1,1.0,54,5,1
14568,2,2,2,1,2,1.0,43,4,1
14569,1,1,1,1,1,1.0,32,4,1
145610,2,2,2,1,2,1.0,42,5,1
145610,2,2,2,1,2,1.0,23,5,1
145610,2,2,2,1,2,1.0,22,5,1
14571,2,1,1,1,2,90.0,60,4,0
14571,2,1,1,1,2,1.0,25,4,1
14571,2,1,1,1,2,1.0,56,4,1
14571,2,1,1,1,2,2.0,28,4,1
14572,2,1,2,1,1,1.0,23,4,1
14574,1,1,1,1,2,1.0,63,4,1
14574,1,1,1,1,2,1.0,53,4,1
14574,1,1,1,1,2,1.0,21,4,1
14574,1,1,1,1,2,90.0,72,4,0
14575,2,1,1,1,2,90.0,70,4,0
14575,2,1,1,1,2,1.0,23,4,1
14576,2,1,2,1,2,1.0,23,2,1
14577,2,1,2,1,2,1.0,56,3,1
14577,2,1,2,1,2,1.0,20,3,1
14577,2,1,2,1,2,1.0,25,3,1
14577,2,1,2,1,2,1.0,16,3,1
14577,2,1,2,1,2,90.0,54,3,0
14578,2,1,1,1,2,90.0,37,4,0
14578,2,1,1,1,2,1.0,36,4,1
14579,2,1,1,1,2,1.0,49,2,1
14579,2,1,1,1,2,1.0,24,2,1
14579,2,1,1,1,2,90.0,46,2,0
14579,2,1,1,1,2,1.0,18,2,1
14579,2,1,1,1,2,1.0,18,2,1
14581,2,2,2,1,2,2.0,41,4,1
14582,2,2,2,1,2,90.0,73,2,0
14583,2,2,2,1,2,1.0,25,4,1
14584,2,1,2,1,2,90.0,47,1,0
14585,2,1,2,1,2,90.0,47,4,0
14585,2,1,2,1,2,1.0,44,4,1
14586,2,2,1,1,2,90.0,38,2,0
14586,2,2,1,1,2,1.0,33,2,1
14588,2,2,2,1,2,2.0,57,4,1
14588,2,2,2,1,2,2.0,51,4,1
14589,2,1,2,1,2,90.0,49,4,0
14589,2,1,2,1,2,1.0,21,4,1
14589,2,1,2,1,2,1.0,40,4,1
14589,2,1,2,1,2,90.0,16,4,0
145810,2,2,2,1,2,2.0,74,4,1
145810,2,2,2,1,2,2.0,43,4,1
145810,2,2,2,1,2,2.0,71,4,1
145810,2,2,2,1,2,2.0,48,4,1
14592,2,2,2,1,2,1.0,29,2,1
14593,2,2,2,1,2,90.0,38,5,0
14595,1,1,2,1,1,1.0,26,2,1
14595,1,1,2,1,1,1.0,25,2,1
14596,2,2,2,1,2,1.0,38,3,1
14596,2,2,2,1,2,1.0,36,3,1
14596,2,2,2,1,2,90.0,18,3,0
14597,1,1,2,1,1,1.0,54,4,1
14597,1,1,2,1,1,90.0,50,4,0
14598,1,1,1,1,1,90.0,51,4,0
14598,1,1,1,1,1,1.0,24,4,1
14598,1,1,1,1,1,90.0,20,4,0
14598,1,1,1,1,1,90.0,47,4,0
14599,2,2,2,1,2,1.0,25,3,1
14599,2,2,2,1,2,1.0,25,3,1
145910,2,2,2,1,2,90.0,49,3,0
145910,2,2,2,1,2,90.0,44,3,0
14601,1,1,1,1,2,90.0,58,4,0
14601,1,1,1,1,2,1.0,39,4,1
14602,2,2,2,1,1,90.0,63,3,0
14603,1,1,2,1,1,1.0,48,4,1
14603,1,1,2,1,1,2.0,26,4,1
14603,1,1,2,1,1,90.0,48,4,0
14603,1,1,2,1,1,3.0,21,4,1
14604,2,2,2,1,2,90.0,47,1,0
14605,2,1,2,1,1,1.0,32,1,1
14608,2,2,2,1,2,2.0,39,1,1
14609,2,1,2,1,1,90.0,65,5,0
14609,2,1,2,1,1,90.0,61,5,0
14609,2,1,2,1,1,1.0,25,5,1
14609,2,1,2,1,1,2.0,31,5,1
146010,2,2,2,1,2,90.0,43,1,0
146010,2,2,2,1,2,90.0,43,1,0
14611,2,1,2,1,1,1.0,45,3,1
14611,2,1,2,1,1,90.0,18,3,0
14611,2,1,2,1,1,1.0,38,3,1
14611,2,1,2,1,1,90.0,16,3,0
14612,1,1,2,1,2,90.0,56,1,0
14612,1,1,2,1,2,1.0,20,1,1
14612,1,1,2,1,2,90.0,51,1,0
14613,2,1,2,1,2,1.0,29,5,1
14614,1,1,2,1,2,1.0,34,1,1
14615,2,2,2,1,2,1.0,34,2,1
14615,2,2,2,1,2,1.0,33,2,1
14616,2,2,2,1,2,90.0,58,5,0
14616,2,2,2,1,2,1.0,22,5,1
14616,2,2,2,1,2,90.0,50,5,0
14616,2,2,2,1,2,2.0,25,5,1
14616,2,2,2,1,2,2.0,22,5,1
14617,2,1,2,1,2,1.0,24,4,1
14617,2,1,2,1,2,1.0,27,4,1
14619,2,2,2,1,2,1.0,44,2,1
14621,2,1,2,1,2,1.0,50,4,1
14621,2,1,2,1,2,90.0,44,4,0
14622,2,2,2,1,1,90.0,46,3,0
14622,2,2,2,1,1,90.0,17,3,0
14622,2,2,2,1,1,90.0,37,3,0
14623,2,2,2,1,1,1.0,45,1,1
14623,2,2,2,1,1,2.0,23,1,1
14625,2,2,2,1,1,90.0,58,1,0
14625,2,2,2,1,1,90.0,56,1,0
14628,2,1,1,1,1,1.0,51,5,1
14628,2,1,1,1,1,1.0,50,5,1
14628,2,1,1,1,1,1.0,17,5,1
146210,1,1,2,1,1,1.0,28,5,1
14631,1,2,2,1,2,2.0,51,4,1
14631,1,2,2,1,2,1.0,21,4,1
14631,1,2,2,1,2,2.0,49,4,1
14632,2,1,1,1,2,90.0,39,2,0
14632,2,1,1,1,2,1.0,26,2,1
14633,2,1,2,1,2,2.0,50,4,1
14634,1,1,1,1,2,1.0,29,3,1
14636,1,1,2,1,2,1.0,40,3,1
14636,1,1,2,1,2,1.0,31,3,1
14637,2,1,2,1,2,1.0,57,4,1
14637,2,1,2,1,2,1.0,26,4,1
14637,2,1,2,1,2,1.0,51,4,1
14638,2,1,1,1,2,2.0,54,3,1
14639,1,1,1,1,2,1.0,39,4,1
14639,1,1,1,1,2,1.0,29,4,1
14639,1,1,1,1,2,1.0,30,4,1
14639,1,1,1,1,2,90.0,38,4,0
14641,2,1,1,1,1,90.0,67,5,0
14641,2,1,1,1,1,90.0,46,5,0
14641,2,1,1,1,1,1.0,49,5,1
14642,2,1,1,1,1,1.0,34,2,1
14642,2,1,1,1,1,1.0,31,2,1
14643,1,1,1,1,2,90.0,55,1,0
14643,1,1,1,1,2,1.0,29,1,1
14643,1,1,1,1,2,90.0,51,1,0
14643,1,1,1,1,2,1.0,31,1,1
14643,1,1,1,1,2,1.0,18,1,1
14645,2,2,1,1,1,90.0,34,4,0
14646,2,1,2,1,1,2.0,40,5,1
14646,2,1,2,1,1,90.0,38,5,0
14646,2,1,2,1,1,1.0,17,5,1
14647,2,2,1,1,2,90.0,40,4,0
14647,2,2,1,1,2,1.0,35,4,1
14648,2,2,2,1,2,90.0,41,2,0
14648,2,2,2,1,2,1.0,37,2,1
14649,2,2,2,1,2,90.0,43,2,0
146410,2,2,2,1,2,1.0,38,3,1
146410,2,2,2,1,2,90.0,32,3,0
14651,2,2,2,1,2,1.0,32,3,1
14651,2,2,2,1,2,1.0,30,3,1
14652,2,1,2,1,1,90.0,60,1,0
14652,2,1,2,1,1,1.0,28,1,1
14653,2,2,2,1,2,90.0,48,1,0
14654,1,2,2,1,2,1.0,52,4,1
14654,1,2,2,1,2,1.0,22,4,1
14654,1,2,2,1,2,1.0,28,4,1
14654,1,2,2,1,2,90.0,51,4,0
14655,1,1,2,1,2,1.0,44,4,1
14655,1,1,2,1,2,90.0,18,4,0
14655,1,1,2,1,2,90.0,43,4,0
14655,1,1,2,1,2,90.0,21,4,0
14656,2,2,2,1,2,90.0,25,2,0
14656,2,2,2,1,2,90.0,26,2,0
14657,1,1,2,1,1,1.0,33,4,1
14657,1,1,2,1,1,1.0,24,4,1
14658,2,1,2,1,2,90.0,56,5,0
14658,2,1,2,1,2,90.0,23,5,0
14658,2,1,2,1,2,1.0,21,5,1
14658,2,1,2,1,2,90.0,55,5,0
14659,2,2,2,1,2,90.0,44,4,0
146510,2,1,1,1,2,1.0,35,4,1
146510,2,1,1,1,2,1.0,31,4,1
14661,2,2,2,1,2,90.0,57,3,0
14662,1,1,1,1,2,90.0,56,4,0
14662,1,1,1,1,2,90.0,52,4,0
14662,1,1,1,1,2,1.0,24,4,1
14663,2,2,2,1,2,90.0,59,3,0
14663,2,2,2,1,2,1.0,23,3,1
14663,2,2,2,1,2,90.0,53,3,0
14665,2,1,2,1,2,90.0,63,2,0
14665,2,1,2,1,2,90.0,56,2,0
14666,2,2,1,1,1,2.0,59,1,1
14667,2,2,1,1,2,90.0,50,3,0
14667,2,2,1,1,2,1.0,17,3,1
14667,2,2,1,1,2,1.0,19,3,1
14667,2,2,1,1,2,90.0,46,3,0
14668,1,2,2,1,2,90.0,70,2,0
14669,2,2,1,1,2,90.0,47,1,0
14671,2,1,2,1,2,3.0,25,3,1
14672,2,2,2,1,2,3.0,38,4,1
14672,2,2,2,1,2,1.0,30,4,1
14673,1,2,2,1,2,90.0,50,3,0
14673,1,2,2,1,2,2.0,20,3,1
14673,1,2,2,1,2,2.0,42,3,1
14674,2,2,2,1,1,90.0,59,4,0
14674,2,2,2,1,1,90.0,54,4,0
14675,2,2,2,1,2,90.0,63,2,0
14675,2,2,2,1,2,90.0,49,2,0
14676,2,2,2,1,1,90.0,59,3,0
14676,2,2,2,1,1,90.0,56,3,0
14676,2,2,2,1,1,1.0,36,3,1
14677,2,2,2,1,2,2.0,67,1,1
146710,1,2,2,1,2,3.0,57,5,1
146710,1,2,2,1,2,1.0,29,5,1
146710,1,2,2,1,2,2.0,57,5,1
14681,2,2,2,1,2,2.0,63,2,1
14682,2,2,2,1,1,90.0,63,5,0
14682,2,2,2,1,1,1.0,27,5,1
14682,2,2,2,1,1,2.0,34,5,1
14683,2,2,2,1,1,90.0,50,3,0
14683,2,2,2,1,1,1.0,26,3,1
14683,2,2,2,1,1,90.0,42,3,0
14683,2,2,2,1,1,1.0,20,3,1
14684,1,1,2,1,1,90.0,53,4,0
14684,1,1,2,1,1,90.0,46,4,0
14684,1,1,2,1,1,1.0,22,4,1
14685,2,1,2,1,2,1.0,36,5,1
14685,2,1,2,1,2,1.0,34,5,1
14686,2,2,2,1,1,90.0,50,3,0
14686,2,2,2,1,1,90.0,46,3,0
14686,2,2,2,1,1,1.0,25,3,1
14687,2,2,2,1,2,2.0,24,1,1
14688,2,2,2,1,1,1.0,57,3,1
14688,2,2,2,1,1,90.0,57,3,0
14689,2,1,1,1,1,1.0,41,5,1
14689,2,1,1,1,1,90.0,46,5,0
146810,1,1,2,1,1,1.0,35,3,1
146810,1,1,2,1,1,1.0,25,3,1
14692,2,1,1,1,1,1.0,41,2,1
14692,2,1,1,1,1,1.0,39,2,1
14693,1,1,2,1,1,1.0,41,5,1
14693,1,1,2,1,1,1.0,38,5,1
14694,2,1,1,1,2,1.0,48,5,1
14694,2,1,1,1,2,1.0,42,5,1
14695,1,2,1,1,1,1.0,37,4,1
14695,1,2,1,1,1,1.0,33,4,1
14696,1,1,1,1,1,1.0,49,4,1
14696,1,1,1,1,1,1.0,23,4,1
14696,1,1,1,1,1,1.0,18,4,1
14697,2,1,2,1,1,1.0,66,4,1
14697,2,1,2,1,1,90.0,62,4,0
14698,2,2,2,1,2,90.0,64,3,0
14699,2,2,2,1,1,1.0,41,4,1
14699,2,2,2,1,1,1.0,31,4,1
146910,2,1,2,1,2,1.0,21,5,1
146910,2,1,2,1,2,90.0,62,5,0
14701,2,1,2,1,1,1.0,42,3,1
14703,2,1,2,1,1,1.0,32,5,1
14705,2,1,1,1,1,1.0,44,5,1
14706,2,2,2,1,2,90.0,40,5,0
14708,2,2,1,1,1,1.0,59,5,1
14708,2,2,1,1,1,1.0,58,5,1
14709,2,1,1,1,1,1.0,44,5,1
14709,2,1,1,1,1,1.0,37,5,1
147010,2,1,2,1,1,1.0,64,5,1
147010,2,1,2,1,1,1.0,37,5,1
147010,2,1,2,1,1,1.0,20,5,1
14711,2,1,2,1,2,2.0,53,4,1
14711,2,1,2,1,2,1.0,18,4,1
14711,2,1,2,1,2,3.0,50,4,1
14711,2,1,2,1,2,1.0,26,4,1
14712,2,1,2,1,2,3.0,59,5,1
14713,2,1,1,1,1,1.0,35,5,1
14713,2,1,1,1,1,90.0,70,5,0
14714,2,1,1,1,1,1.0,60,5,1
14714,2,1,1,1,1,1.0,52,5,1
14716,2,2,1,1,1,1.0,36,4,1
14716,2,2,1,1,1,1.0,30,4,1
14717,2,1,1,1,1,1.0,49,5,1
14717,2,1,1,1,1,1.0,44,5,1
14718,1,1,1,1,1,1.0,27,5,1
14719,2,2,1,1,1,90.0,72,3,0
147110,2,2,1,1,1,90.0,73,5,0
14721,2,1,1,1,2,1.0,42,5,1
14722,1,1,1,1,2,1.0,71,5,1
14722,1,1,1,1,2,2.0,44,5,1
14722,1,1,1,1,2,1.0,39,5,1
14723,2,2,2,1,1,90.0,44,4,0
14724,1,1,2,1,1,90.0,65,4,0
14724,1,1,2,1,1,1.0,65,4,1
14724,1,1,2,1,1,1.0,37,4,1
14725,2,1,1,1,1,2.0,39,5,1
14725,2,1,1,1,1,1.0,39,5,1
14726,2,1,1,1,1,1.0,46,5,1
14726,2,1,1,1,1,1.0,19,5,1
14727,1,2,2,1,1,90.0,58,4,0
14727,1,2,2,1,1,1.0,28,4,1
14727,1,2,2,1,1,1.0,22,4,1
14728,2,1,2,1,2,90.0,67,3,0
14729,1,1,1,1,1,90.0,67,5,0
14729,1,1,1,1,1,1.0,65,5,1
147210,2,2,1,1,1,90.0,69,4,0
147210,2,2,1,1,1,2.0,62,4,1
14731,2,1,2,1,2,1.0,55,5,1
14731,2,1,2,1,2,1.0,54,5,1
14732,2,1,2,1,2,1.0,27,3,1
14733,2,1,1,1,1,90.0,55,5,0
14733,2,1,1,1,1,1.0,17,5,1
14733,2,1,1,1,1,1.0,21,5,1
14733,2,1,1,1,1,1.0,52,5,1
14734,2,1,1,1,1,90.0,71,5,0
14734,2,1,1,1,1,90.0,63,5,0
14735,2,1,2,1,1,1.0,33,5,1
14736,2,1,2,1,2,1.0,37,4,1
14736,2,1,2,1,2,90.0,37,4,0
14737,2,1,2,1,2,90.0,63,4,0
14738,2,2,2,1,2,1.0,52,4,1
14739,1,2,2,1,1,1.0,23,2,1
147310,1,1,2,1,2,90.0,50,4,0
147310,1,1,2,1,2,1.0,18,4,1
147310,1,1,2,1,2,90.0,16,4,0
147310,1,1,2,1,2,1.0,43,4,1
14743,1,2,2,1,1,1.0,67,4,1
14743,1,2,2,1,1,1.0,18,4,1
14745,2,2,2,1,1,1.0,35,4,1
14745,2,2,2,1,1,1.0,36,4,1
14746,2,1,1,1,1,90.0,60,4,0
14746,2,1,1,1,1,1.0,28,4,1
14746,2,1,1,1,1,1.0,26,4,1
14747,1,1,2,1,1,90.0,61,5,0
14747,1,1,2,1,1,1.0,36,5,1
14747,1,1,2,1,1,1.0,33,5,1
14748,1,1,1,1,2,90.0,64,5,0
14748,1,1,1,1,2,2.0,34,5,1
14748,1,1,1,1,2,90.0,57,5,0
14749,1,1,1,1,2,1.0,54,5,1
14749,1,1,1,1,2,1.0,53,5,1
147410,1,1,1,1,1,1.0,44,5,1
147410,1,1,1,1,1,1.0,41,5,1
14751,2,2,2,1,1,90.0,34,2,0
14751,2,2,2,1,1,3.0,31,2,1
14754,2,2,2,1,2,90.0,67,2,0
14755,2,1,2,1,1,90.0,57,2,0
14757,1,2,2,1,2,1.0,21,3,1
14757,1,2,2,1,2,90.0,55,3,0
14758,2,2,2,1,1,90.0,72,4,0
14758,2,2,2,1,1,90.0,67,4,0
14759,2,2,2,1,1,90.0,60,3,0
14759,2,2,2,1,1,3.0,53,3,1
147510,2,2,2,1,1,1.0,58,4,1
14761,2,1,2,1,2,90.0,43,5,0
14762,2,2,2,1,2,90.0,42,2,0
14763,2,1,1,1,2,1.0,33,4,1
14763,2,1,1,1,2,90.0,35,4,0
14763,2,1,1,1,2,1.0,40,4,1
14763,2,1,1,1,2,90.0,41,4,0
14763,2,1,1,1,2,90.0,42,4,0
14764,2,1,1,1,1,1.0,35,4,1
14764,2,1,1,1,1,1.0,31,4,1
14765,2,1,2,1,2,90.0,50,1,0
14765,2,1,2,1,2,1.0,17,1,1
14765,2,1,2,1,2,1.0,50,1,1
14765,2,1,2,1,2,1.0,23,1,1
14766,2,1,1,1,1,1.0,44,5,1
14767,2,1,1,1,1,1.0,42,5,1
14767,2,1,1,1,1,1.0,42,5,1
14768,2,1,1,1,1,1.0,46,5,1
14768,2,1,1,1,1,1.0,16,5,1
14768,2,1,1,1,1,1.0,45,5,1
14769,1,1,2,1,1,1.0,18,5,1
14769,1,1,2,1,1,90.0,48,5,0
14769,1,1,2,1,1,1.0,44,5,1
147610,2,1,1,1,1,1.0,40,5,1
147610,2,1,1,1,1,1.0,39,5,1
14771,2,1,1,1,1,1.0,62,5,1
14771,2,1,1,1,1,1.0,33,5,1
14772,1,2,2,1,2,1.0,40,4,1
14772,1,2,2,1,2,1.0,26,4,1
14773,1,1,1,1,2,90.0,42,4,0
14773,1,1,1,1,2,90.0,42,4,0
14773,1,1,1,1,2,3.0,17,4,1
14774,2,1,2,1,2,90.0,68,3,0
14774,2,1,2,1,2,90.0,63,3,0
14775,2,2,2,1,1,90.0,65,1,0
14776,2,2,1,1,2,1.0,45,2,1
14777,1,1,2,1,1,1.0,33,2,1
14778,1,2,1,1,1,90.0,56,1,0
14779,2,2,2,1,1,2.0,35,5,1
14779,2,2,2,1,1,1.0,34,5,1
147710,1,1,2,1,2,1.0,55,5,1
147710,1,1,2,1,2,1.0,18,5,1
147710,1,1,2,1,2,1.0,20,5,1
147710,1,1,2,1,2,1.0,55,5,1
14781,1,1,2,1,1,90.0,62,1,0
14782,2,2,2,1,1,1.0,55,5,1
14783,2,1,2,1,1,1.0,34,4,1
14785,2,2,1,1,2,3.0,43,3,1
14785,2,2,1,1,2,90.0,66,3,0
14786,2,1,1,1,2,1.0,39,3,1
14786,2,1,1,1,2,1.0,34,3,1
14787,2,1,2,1,2,1.0,29,3,1
14788,2,1,2,1,1,1.0,38,4,1
14788,2,1,2,1,1,1.0,38,4,1
14789,1,1,2,1,1,2.0,62,5,1
14789,1,1,2,1,1,90.0,54,5,0
14789,1,1,2,1,1,2.0,19,5,1
147810,2,1,2,1,2,1.0,22,5,1
14791,2,1,1,1,1,1.0,52,5,1
14791,2,1,1,1,1,1.0,26,5,1
14791,2,1,1,1,1,1.0,17,5,1
14792,2,1,1,1,1,1.0,32,5,1
14792,2,1,1,1,1,1.0,31,5,1
14793,2,1,1,1,1,1.0,37,4,1
14793,2,1,1,1,1,1.0,29,4,1
14794,2,1,1,1,2,1.0,38,5,1
14794,2,1,1,1,2,1.0,37,5,1
14795,1,1,1,1,1,1.0,35,5,1
14796,2,1,2,1,1,1.0,55,5,1
14796,2,1,2,1,1,1.0,48,5,1
14796,2,1,2,1,1,1.0,18,5,1
14797,2,1,2,1,1,1.0,31,5,1
14797,2,1,2,1,1,1.0,30,5,1
14798,2,1,1,1,1,1.0,35,5,1
14798,2,1,1,1,1,1.0,35,5,1
14799,1,1,1,1,1,1.0,50,5,1
147910,2,1,2,1,1,90.0,63,5,0
147910,2,1,2,1,1,90.0,58,5,0
147910,2,1,2,1,1,1.0,25,5,1
14801,2,2,2,1,2,3.0,54,5,1
14801,2,2,2,1,2,3.0,37,5,1
14801,2,2,2,1,2,3.0,50,5,1
14802,2,1,2,1,2,90.0,44,5,0
14803,1,2,1,1,1,90.0,50,2,0
14803,1,2,1,1,1,90.0,38,2,0
14803,1,2,1,1,1,90.0,18,2,0
14804,2,1,2,1,1,1.0,40,3,1
14804,2,1,2,1,1,1.0,35,3,1
14805,2,2,2,1,2,90.0,28,4,0
14806,2,2,2,1,2,1.0,38,2,1
14807,2,2,2,1,1,1.0,25,1,1
14808,2,1,2,1,2,90.0,42,3,0
14808,2,1,2,1,2,1.0,25,3,1
14809,2,2,2,1,2,90.0,34,3,0
14809,2,2,2,1,2,90.0,58,3,0
148010,1,1,2,1,1,1.0,31,5,1
14812,2,1,2,1,2,1.0,60,4,1
14813,2,2,2,1,1,1.0,38,3,1
14814,2,1,1,1,2,1.0,41,5,1
14814,2,1,1,1,2,1.0,40,5,1
14815,2,1,1,1,1,1.0,57,3,1
14815,2,1,1,1,1,1.0,22,3,1
14817,2,1,2,1,2,90.0,74,3,0
14817,2,1,2,1,2,1.0,73,3,1
14818,2,1,1,1,1,1.0,37,1,1
14819,1,1,1,1,1,2.0,24,4,1
148110,2,1,2,1,2,1.0,63,5,1
148110,2,1,2,1,2,90.0,63,5,0
14821,2,2,2,1,2,90.0,64,3,0
14822,2,2,2,1,2,1.0,56,3,1
14823,1,1,1,1,1,1.0,48,5,1
14824,2,1,1,1,1,1.0,42,5,1
14824,2,1,1,1,1,90.0,40,5,0
14825,1,2,1,1,1,1.0,70,5,1
14825,1,2,1,1,1,90.0,63,5,0
14825,1,2,1,1,1,1.0,35,5,1
14826,2,2,2,1,2,2.0,61,3,1
14827,2,1,2,1,2,90.0,69,4,0
14827,2,1,2,1,2,3.0,68,4,1
14828,1,1,2,1,1,1.0,18,4,1
14828,1,1,2,1,1,1.0,45,4,1
14829,1,1,1,1,1,1.0,30,5,1
14829,1,1,1,1,1,1.0,30,5,1
148210,2,1,1,1,1,90.0,52,5,0
148210,2,1,1,1,1,1.0,22,5,1
148210,2,1,1,1,1,1.0,48,5,1
14831,2,1,1,1,1,1.0,64,5,1
14831,2,1,1,1,1,90.0,64,5,0
14832,1,1,1,1,1,1.0,53,5,1
14832,1,1,1,1,1,1.0,52,5,1
14832,1,1,1,1,1,1.0,18,5,1
14833,2,1,2,1,1,1.0,44,5,1
14834,2,2,1,1,1,1.0,20,4,1
14834,2,2,1,1,1,1.0,53,4,1
14835,2,1,2,1,2,1.0,65,4,1
14835,2,1,2,1,2,1.0,61,4,1
14836,2,1,2,1,2,90.0,60,4,0
14836,2,1,2,1,2,1.0,48,4,1
14836,2,1,2,1,2,1.0,21,4,1
14837,2,1,2,1,2,1.0,61,5,1
14838,1,1,2,1,2,1.0,45,3,1
14838,1,1,2,1,2,1.0,41,3,1
14839,1,1,1,1,1,90.0,52,5,0
14839,1,1,1,1,1,1.0,50,5,1
14839,1,1,1,1,1,1.0,24,5,1
148310,2,1,2,1,1,1.0,46,5,1
148310,2,1,2,1,1,2.0,46,5,1
14841,2,2,2,1,2,3.0,54,3,1
14841,2,2,2,1,2,2.0,21,3,1
14841,2,2,2,1,2,90.0,52,3,0
14843,2,2,2,1,2,90.0,55,1,0
14844,2,2,1,1,2,2.0,38,2,1
14844,2,2,1,1,2,90.0,34,2,0
14845,2,2,2,1,2,90.0,51,3,0
14845,2,2,2,1,2,90.0,51,3,0
14845,2,2,2,1,2,1.0,21,3,1
14846,2,2,2,1,2,90.0,69,1,0
14846,2,2,2,1,2,90.0,69,1,0
14847,2,2,2,1,2,90.0,28,1,0
14847,2,2,2,1,2,90.0,27,1,0
14848,1,2,1,1,2,90.0,54,2,0
14848,1,2,1,1,2,1.0,44,2,1
14849,2,1,2,1,2,90.0,49,2,0
14849,2,1,2,1,2,1.0,16,2,1
14849,2,1,2,1,2,1.0,23,2,1
14849,2,1,2,1,2,90.0,20,2,0
14849,2,1,2,1,2,1.0,44,2,1
148410,2,2,2,1,2,1.0,46,2,1
148410,2,2,2,1,2,90.0,33,2,0
14851,2,1,2,1,1,1.0,32,3,1
14851,2,1,2,1,1,1.0,26,3,1
14852,2,2,2,1,1,3.0,43,4,1
14854,2,2,2,1,2,90.0,61,1,0
14855,2,2,2,1,2,3.0,30,3,1
14856,2,1,2,1,1,1.0,17,4,1
14856,2,1,2,1,1,1.0,43,4,1
14856,2,1,2,1,1,1.0,42,4,1
14857,2,2,2,1,2,90.0,67,1,0
14857,2,2,2,1,2,90.0,61,1,0
14858,2,2,2,1,1,1.0,36,3,1
14858,2,2,2,1,1,90.0,31,3,0
14859,2,2,2,1,2,90.0,56,5,0
14859,2,2,2,1,2,1.0,32,5,1
148510,1,1,1,1,1,1.0,37,4,1
148510,1,1,1,1,1,1.0,33,4,1
14861,2,1,2,1,1,90.0,56,5,0
14861,2,1,2,1,1,1.0,28,5,1
14861,2,1,2,1,1,90.0,55,5,0
14862,2,1,2,1,1,90.0,55,5,0
14862,2,1,2,1,1,1.0,19,5,1
14862,2,1,2,1,1,90.0,54,5,0
14862,2,1,2,1,1,1.0,18,5,1
14863,2,1,2,1,1,3.0,51,2,1
14863,2,1,2,1,1,2.0,22,2,1
14863,2,1,2,1,1,1.0,30,2,1
14864,2,1,1,1,1,3.0,35,3,1
14864,2,1,1,1,1,1.0,35,3,1
14865,2,2,2,1,1,90.0,62,4,0
14865,2,2,2,1,1,1.0,36,4,1
14865,2,2,2,1,1,90.0,60,4,0
14866,2,2,2,1,1,2.0,68,5,1
14866,2,2,2,1,1,90.0,62,5,0
14866,2,2,2,1,1,1.0,38,5,1
14867,2,2,2,1,2,1.0,28,4,1
14867,2,2,2,1,2,1.0,25,4,1
14868,2,2,1,1,1,1.0,35,5,1
14868,2,2,1,1,1,1.0,29,5,1
14869,2,2,2,1,2,90.0,38,4,0
14869,2,2,2,1,2,1.0,28,4,1
